dict,field_key,field_order,kanda,varga,upavarga,amar_lemmas,covered_lemmas,coverage_pct,covered_examples,missing_examples
pwg,praTamaM kARqam|digvargaH|,3,praTamaM kARqam,digvargaH,,343,283,0.8251,diS|kakuB|kAzWA|ASA|harit|prAcI|dakziRA|pratIcI,pUrvA|avAcI|paScimA|avAgBava|udagBava|pratyagBava|prAgBava|dakziRapUrvadikpati
pwkvn,praTamaM kARqam|digvargaH|,3,praTamaM kARqam,digvargaH,,343,58,0.1691,diS|astA|indra|vahni|kubera|Sukra|puRqarIka|kumuda,kakuB|kAzWA|ASA|harit|prAcI|pUrvA|avAcI|dakziRA
sch,praTamaM kARqam|digvargaH|,3,praTamaM kARqam,digvargaH,,343,109,0.3178,diS|kAzWA|ASA|astA|uttara|indra|vahni|kubera,kakuB|harit|prAcI|pUrvA|avAcI|dakziRA|pratIcI|paScimA
shs,praTamaM kARqam|digvargaH|,3,praTamaM kARqam,digvargaH,,343,272,0.7930,diS|kakuB|ASA|harit|pratIcI|udIcI|uttara|diSya,kAzWA|prAcI|pUrvA|avAcI|dakziRA|astA|paScimA|avAgBava
skd,praTamaM kARqam|digvargaH|,3,praTamaM kARqam,digvargaH,,343,71,0.2070,kakuB|kAzWA|ASA|harit|prAcI|avAcI|dakziRA|pratIcI,diS|pUrvA|astA|uttara|diSya|avAgBava|avAcIna|udagBava
snp,praTamaM kARqam|digvargaH|,3,praTamaM kARqam,digvargaH,,343,2,0.0058,kumuda|Gana,diS|kakuB|kAzWA|ASA|harit|prAcI|pUrvA|avAcI
stc,praTamaM kARqam|digvargaH|,3,praTamaM kARqam,digvargaH,,343,181,0.5277,diS|kakuB|kAzWA|ASA|harit|prAcI|dakziRA|uttara,pUrvA|avAcI|pratIcI|astA|paScimA|udIcI|avAgBava|udagBava
vcp,praTamaM kARqam|digvargaH|,3,praTamaM kARqam,digvargaH,,343,271,0.7901,diS|kakuB|kAzWA|ASA|harit|dakziRA|pratIcI|uttara,prAcI|pUrvA|avAcI|astA|paScimA|udIcI|avAgBava|avAcIna
vei,praTamaM kARqam|digvargaH|,3,praTamaM kARqam,digvargaH,,343,60,0.1749,diS|kAzWA|dakziRA|vahni|Sukra|viDu|bfhaspati|graha,kakuB|ASA|harit|prAcI|pUrvA|avAcI|pratIcI|astA
wil,praTamaM kARqam|digvargaH|,3,praTamaM kARqam,digvargaH,,343,270,0.7872,diS|kakuB|ASA|harit|pratIcI|uttara|diSya|avAcIna,kAzWA|prAcI|pUrvA|avAcI|dakziRA|astA|paScimA|udIcI
yat,praTamaM kARqam|digvargaH|,3,praTamaM kARqam,digvargaH,,343,275,0.8017,diS|kakuB|ASA|harit|pratIcI|udIcI|uttara|diSya,kAzWA|prAcI|pUrvA|avAcI|dakziRA|astA|paScimA|avAgBava
abch,praTamaM kARqam|kAlavargaH|,4,praTamaM kARqam,kAlavargaH,,246,0,0.0000,,kAla|dizwa|anehas|samaya|pakzati|pratipad|tiTi|Gasra
acc,praTamaM kARqam|kAlavargaH|,4,praTamaM kARqam,kAlavargaH,,246,29,0.1179,candrikA|paYcadaSI|kalA|muhUrta|kfzRa|mAGa|maDu|mADava,kAla|dizwa|anehas|samaya|pakzati|pratipad|tiTi|Gasra
acph,praTamaM kARqam|kAlavargaH|,4,praTamaM kARqam,kAlavargaH,,246,0,0.0000,,kAla|dizwa|anehas|samaya|pakzati|pratipad|tiTi|Gasra
acsj,praTamaM kARqam|kAlavargaH|,4,praTamaM kARqam,kAlavargaH,,246,0,0.0000,,kAla|dizwa|anehas|samaya|pakzati|pratipad|tiTi|Gasra
ae,praTamaM kARqam|kAlavargaH|,4,praTamaM kARqam,kAlavargaH,,246,1,0.0041,mud,kAla|dizwa|anehas|samaya|pakzati|pratipad|tiTi|Gasra
ap,praTamaM kARqam|kAlavargaH|,4,praTamaM kARqam,kAlavargaH,,246,139,0.5650,kAla|dizwa|anehas|pratipad|Gasra|ahan|vAsara|kalya,samaya|pakzati|tiTi|dina|divasa|pratyUza|aharmuKa|viBAta
ap90,praTamaM kARqam|kAlavargaH|,4,praTamaM kARqam,kAlavargaH,,246,122,0.4959,kAla|dizwa|anehas|pratipad|Gasra|ahan|kalya|uzas,samaya|pakzati|tiTi|dina|divasa|vAsara|pratyUza|aharmuKa
armh,praTamaM kARqam|kAlavargaH|,4,praTamaM kARqam,kAlavargaH,,246,155,0.6301,kAla|dizwa|anehas|samaya|pakzati|Gasra|dina|ahan,pratipad|tiTi|aharmuKa|uzas|pratyuzas|dinAnta|pitfprasU|prAhRa
ben,praTamaM kARqam|kAlavargaH|,4,praTamaM kARqam,kAlavargaH,,246,168,0.6829,kAla|anehas|samaya|pakzati|pratipad|tiTi|dina|ahan,dizwa|Gasra|pratyUza|aharmuKa|pratyuzas|viBAta|gosarga|praBAta
bhs,praTamaM kARqam|kAlavargaH|,4,praTamaM kARqam,kAlavargaH,,246,47,0.1911,kAla|samaya|pakzati|pratipad|praBAta|yAminI|yAma|kzaRa,dizwa|anehas|tiTi|Gasra|dina|ahan|divasa|vAsara
bop,praTamaM kARqam|kAlavargaH|,4,praTamaM kARqam,kAlavargaH,,246,153,0.6220,kAla|dizwa|anehas|samaya|pratipad|tiTi|dina|ahan,pakzati|Gasra|viBAta|gosarga|pitfprasU|prAhRa|aparAhRa|maDyAhna
bor,praTamaM kARqam|kAlavargaH|,4,praTamaM kARqam,kAlavargaH,,246,1,0.0041,mud,kAla|dizwa|anehas|samaya|pakzati|pratipad|tiTi|Gasra
bur,praTamaM kARqam|kAlavargaH|,4,praTamaM kARqam,kAlavargaH,,246,163,0.6626,kAla|dizwa|anehas|samaya|pratipad|tiTi|Gasra|dina,pakzati|divasa|pratyUza|aharmuKa|pratyuzas|vyuzwa|praBAta|dinAnta
cae,praTamaM kARqam|kAlavargaH|,4,praTamaM kARqam,kAlavargaH,,246,186,0.7561,kAla|dizwa|anehas|samaya|pratipad|tiTi|dina|ahan,pakzati|Gasra|aharmuKa|pratyuzas|gosarga|sAyam|sanDyA|pitfprasU
ccs,praTamaM kARqam|kAlavargaH|,4,praTamaM kARqam,kAlavargaH,,246,177,0.7195,kAla|dizwa|anehas|samaya|pratipad|tiTi|dina|ahan,pakzati|Gasra|aharmuKa|pratyuzas|vyuzwa|gosarga|sAyam|sanDyA
fri,praTamaM kARqam|kAlavargaH|,4,praTamaM kARqam,kAlavargaH,,246,116,0.4715,kAla|dizwa|samaya|pratipad|tiTi|dina|ahan|divasa,anehas|pakzati|Gasra|pratyUza|aharmuKa|kalya|pratyuzas|viBAta
gra,praTamaM kARqam|kAlavargaH|,4,praTamaM kARqam,kAlavargaH,,246,92,0.3740,kAla|anehas|dina|ahan|vAsara|kalya|uzas|SarvarI,dizwa|samaya|pakzati|pratipad|tiTi|Gasra|divasa|pratyUza
gst,praTamaM kARqam|kAlavargaH|,4,praTamaM kARqam,kAlavargaH,,246,7,0.0285,anehas|aparAhRa|anumati|agnyutpAta|abda|aGa|aMhas,kAla|dizwa|samaya|pakzati|pratipad|tiTi|Gasra|dina
ieg,praTamaM kARqam|kAlavargaH|,4,praTamaM kARqam,kAlavargaH,,246,56,0.2276,kAla|dizwa|samaya|pratipad|tiTi|Gasra|dina|ahan,anehas|pakzati|vAsara|pratyUza|aharmuKa|kalya|uzas|pratyuzas
inm,praTamaM kARqam|kAlavargaH|,4,praTamaM kARqam,kAlavargaH,,246,86,0.3496,kAla|pratyUza|sanDyA|niSA|rAtri|kzapA|yAma|anumati,dizwa|anehas|samaya|pakzati|pratipad|tiTi|Gasra|dina
krm,praTamaM kARqam|kAlavargaH|,4,praTamaM kARqam,kAlavargaH,,246,13,0.0528,kAla|graha|pakza|mArga|rADa|iza|Urja|tapa,dizwa|anehas|samaya|pakzati|pratipad|tiTi|Gasra|dina
lan,praTamaM kARqam|kAlavargaH|,4,praTamaM kARqam,kAlavargaH,,246,110,0.4472,kAla|samaya|tiTi|dina|ahan|vAsara|kalya|uzas,dizwa|anehas|pakzati|pratipad|Gasra|divasa|pratyUza|aharmuKa
lrv,praTamaM kARqam|kAlavargaH|,4,praTamaM kARqam,kAlavargaH,,246,220,0.8943,kAla|dizwa|anehas|samaya|pakzati|pratipad|tiTi|Gasra,dinAnta|sanDyA|trisanDya|candrikA|parvasanDi|pakzAnta|paYcadaSI|kalAhIna
mci,praTamaM kARqam|kAlavargaH|,4,praTamaM kARqam,kAlavargaH,,246,26,0.1057,anumati|rAkA|niSAkara|sinIvAlI|kuhU|kfzRa|pOza|mArgaSIrza,kAla|dizwa|anehas|samaya|pakzati|pratipad|tiTi|Gasra
md,praTamaM kARqam|kAlavargaH|,4,praTamaM kARqam,kAlavargaH,,246,169,0.6870,kAla|dizwa|samaya|pakzati|tiTi|dina|ahan|divasa,anehas|pratipad|Gasra|pratyUza|aharmuKa|pratyuzas|vyuzwa|viBAta
mw,praTamaM kARqam|kAlavargaH|,4,praTamaM kARqam,kAlavargaH,,246,231,0.9390,kAla|dizwa|anehas|samaya|pakzati|pratipad|tiTi|Gasra,pratyUza|pratyuzas|sanDyA|trisanDya|parvasanDi|kalAhIna|sUryendusaNgama|puzpavantO
mw72,praTamaM kARqam|kAlavargaH|,4,praTamaM kARqam,kAlavargaH,,246,194,0.7886,kAla|dizwa|anehas|samaya|pakzati|pratipad|tiTi|Gasra,aharmuKa|pratyuzas|gosarga|dinAnta|sAyam|pitfprasU|maDyAhna|trisanDya
mwe,praTamaM kARqam|kAlavargaH|,4,praTamaM kARqam,kAlavargaH,,246,1,0.0041,mud,kAla|dizwa|anehas|samaya|pakzati|pratipad|tiTi|Gasra
pe,praTamaM kARqam|kAlavargaH|,4,praTamaM kARqam,kAlavargaH,,246,71,0.2886,kAla|pratyUza|vyuzwa|praBAta|sanDyA|niSA|viBAvarI|yAminI,dizwa|anehas|samaya|pakzati|pratipad|tiTi|Gasra|dina
pgn,praTamaM kARqam|kAlavargaH|,4,praTamaM kARqam,kAlavargaH,,246,4,0.0163,kAla|kfzRa|mADava|Badra,dizwa|anehas|samaya|pakzati|pratipad|tiTi|Gasra|dina
pui,praTamaM kARqam|kAlavargaH|,4,praTamaM kARqam,kAlavargaH,,246,114,0.4634,kAla|dizwa|samaya|tiTi|pratyUza|uzas|vyuzwa|praBAta,anehas|pakzati|pratipad|Gasra|dina|ahan|divasa|vAsara
pw,praTamaM kARqam|kAlavargaH|,4,praTamaM kARqam,kAlavargaH,,246,217,0.8821,kAla|dizwa|anehas|samaya|pakzati|pratipad|tiTi|Gasra,sanDyA|trisanDya|SarvarI|triyAmA|kzaRadA|tamI|tamisrA|tAmasI
pwg,praTamaM kARqam|kAlavargaH|,4,praTamaM kARqam,kAlavargaH,,246,216,0.8780,kAla|dizwa|anehas|samaya|pakzati|pratipad|tiTi|Gasra,viBAta|sanDyA|trisanDya|SarvarI|triyAmA|kzaRadA|tamasvinI|tamI
pwkvn,praTamaM kARqam|kAlavargaH|,4,praTamaM kARqam,kAlavargaH,,246,42,0.1707,kAla|pratipad|ahan|gaRarAtra|anumati|niSAkara|kuhU|uparakta,dizwa|anehas|samaya|pakzati|tiTi|Gasra|dina|divasa
sch,praTamaM kARqam|kAlavargaH|,4,praTamaM kARqam,kAlavargaH,,246,79,0.3211,kAla|anehas|pakzati|pratipad|ahan|vyuzwa|pitfprasU|maDyAhna,dizwa|samaya|tiTi|Gasra|dina|divasa|vAsara|pratyUza
shs,praTamaM kARqam|kAlavargaH|,4,praTamaM kARqam,kAlavargaH,,246,210,0.8537,kAla|dizwa|anehas|samaya|pakzati|pratipad|tiTi|Gasra,SarvarI|kzaRadA|tamasvinI|rajanI|tamI|tamisrA|tAmasI|pakziRI
skd,praTamaM kARqam|kAlavargaH|,4,praTamaM kARqam,kAlavargaH,,246,51,0.2073,kAla|sanDyA|niSA|niSITinI|triyAmA|kzaRadA|kzapA|viBAvarI,dizwa|anehas|samaya|pakzati|pratipad|tiTi|Gasra|dina
snp,praTamaM kARqam|kAlavargaH|,4,praTamaM kARqam,kAlavargaH,,246,4,0.0163,niSA|rajanI|abda|bIja,kAla|dizwa|anehas|samaya|pakzati|pratipad|tiTi|Gasra
stc,praTamaM kARqam|kAlavargaH|,4,praTamaM kARqam,kAlavargaH,,246,169,0.6870,kAla|dizwa|anehas|samaya|pakzati|pratipad|tiTi|Gasra,aharmuKa|pratyuzas|viBAta|gosarga|praBAta|dinAnta|sAyam|sanDyA
vcp,praTamaM kARqam|kAlavargaH|,4,praTamaM kARqam,kAlavargaH,,246,218,0.8862,kAla|dizwa|anehas|samaya|pakzati|pratipad|tiTi|Gasra,aharmuKa|sanDyA|kzaRadA|tamasvinI|tamisrA|arDarAtra|paYcadaSI|pOrRamAsI
vei,praTamaM kARqam|kAlavargaH|,4,praTamaM kARqam,kAlavargaH,,246,54,0.2195,kAla|tiTi|ahan|rajanI|yAma|paYcadaSI|pOrRamAsI|anumati,dizwa|anehas|samaya|pakzati|pratipad|Gasra|dina|divasa
wil,praTamaM kARqam|kAlavargaH|,4,praTamaM kARqam,kAlavargaH,,246,212,0.8618,kAla|dizwa|anehas|samaya|pakzati|pratipad|tiTi|Gasra,SarvarI|kzaRadA|tamasvinI|rajanI|tamI|tamisrA|tAmasI|pakziRI
yat,praTamaM kARqam|kAlavargaH|,4,praTamaM kARqam,kAlavargaH,,246,212,0.8618,kAla|dizwa|anehas|samaya|pakzati|pratipad|tiTi|Gasra,SarvarI|kzaRadA|tamasvinI|rajanI|tamI|tamisrA|tAmasI|pakziRI
abch,praTamaM kARqam|DIvargaH|,5,praTamaM kARqam,DIvargaH,,157,0,0.0000,,budDi|manIzA|DizaRA|DI|prajYA|SemuzI|mati|prekzA
acc,praTamaM kARqam|DIvargaH|,5,praTamaM kARqam,DIvargaH,,157,15,0.0955,vAsanA|nirRaya|sidDAnta|parimala|Amoda|suraBi|SuBra|arjuna,budDi|manIzA|DizaRA|DI|prajYA|SemuzI|mati|prekzA
acph,praTamaM kARqam|DIvargaH|,5,praTamaM kARqam,DIvargaH,,157,0,0.0000,,budDi|manIzA|DizaRA|DI|prajYA|SemuzI|mati|prekzA
acsj,praTamaM kARqam|DIvargaH|,5,praTamaM kARqam,DIvargaH,,157,0,0.0000,,budDi|manIzA|DizaRA|DI|prajYA|SemuzI|mati|prekzA
ae,praTamaM kARqam|DIvargaH|,5,praTamaM kARqam,DIvargaH,,157,1,0.0064,cit,budDi|manIzA|DizaRA|DI|prajYA|SemuzI|mati|prekzA
ap,praTamaM kARqam|DIvargaH|,5,praTamaM kARqam,DIvargaH,,157,100,0.6369,manIzA|DizaRA|DI|prajYA|SemuzI|prekzA|cit|saMvid,budDi|mati|upalabDi|jYapti|saNkalpa|avaDAna|samADAna|praRiDAna
ap90,praTamaM kARqam|DIvargaH|,5,praTamaM kARqam,DIvargaH,,157,77,0.4904,manIzA|DI|prajYA|SemuzI|prekzA|cit|saMvid|pratipad,budDi|DizaRA|mati|upalabDi|jYapti|cetanA|saNkalpa|avaDAna
armh,praTamaM kARqam|DIvargaH|,5,praTamaM kARqam,DIvargaH,,157,98,0.6242,budDi|manIzA|DizaRA|DI|prajYA|SemuzI|mati|prekzA,cit|saMvid|pratipad|jYapti|cetanA|avaDAna|cittABoga|manaskAra
ben,praTamaM kARqam|DIvargaH|,5,praTamaM kARqam,DIvargaH,,157,107,0.6815,budDi|manIzA|DI|SemuzI|mati|prekzA|upalabDi|cit,DizaRA|prajYA|cetanA|meDA|saNkalpa|cittABoga|manaskAra|saNKyA
bhs,praTamaM kARqam|DIvargaH|,5,praTamaM kARqam,DIvargaH,,157,49,0.3121,prajYA|mati|pratipad|jYapti|samADAna|praRiDAna|manaskAra|BAvanA,budDi|manIzA|DizaRA|DI|SemuzI|prekzA|upalabDi|cit
bop,praTamaM kARqam|DIvargaH|,5,praTamaM kARqam,DIvargaH,,157,90,0.5732,budDi|manIzA|DI|prajYA|mati|upalabDi|cit|saMvid,DizaRA|SemuzI|prekzA|jYapti|samADAna|cittABoga|manaskAra|vAsanA
bor,praTamaM kARqam|DIvargaH|,5,praTamaM kARqam,DIvargaH,,157,0,0.0000,,budDi|manIzA|DizaRA|DI|prajYA|SemuzI|mati|prekzA
bur,praTamaM kARqam|DIvargaH|,5,praTamaM kARqam,DIvargaH,,157,103,0.6561,budDi|manIzA|DI|SemuzI|mati|cit|pratipad|jYapti,DizaRA|prajYA|prekzA|upalabDi|saMvid|cetanA|cittABoga|manaskAra
cae,praTamaM kARqam|DIvargaH|,5,praTamaM kARqam,DIvargaH,,157,118,0.7516,budDi|manIzA|DI|SemuzI|mati|prekzA|upalabDi|cit,DizaRA|prajYA|jYapti|cetanA|saNkalpa|cittABoga|manaskAra|saNKyA
ccs,praTamaM kARqam|DIvargaH|,5,praTamaM kARqam,DIvargaH,,157,117,0.7452,budDi|manIzA|DI|SemuzI|mati|prekzA|upalabDi|cit,DizaRA|prajYA|cetanA|saNkalpa|cittABoga|manaskAra|saNKyA|vicAraRA
fri,praTamaM kARqam|DIvargaH|,5,praTamaM kARqam,DIvargaH,,157,67,0.4268,budDi|manIzA|DI|prajYA|mati|cit|saMvid|pratipad,DizaRA|SemuzI|prekzA|upalabDi|jYapti|cetanA|saNkalpa|avaDAna
gra,praTamaM kARqam|DIvargaH|,5,praTamaM kARqam,DIvargaH,,157,42,0.2675,manIzA|DizaRA|DI|mati|cit|saMvid|meDA|Brama,budDi|prajYA|SemuzI|prekzA|upalabDi|pratipad|jYapti|cetanA
gst,praTamaM kARqam|DIvargaH|,5,praTamaM kARqam,DIvargaH,,157,4,0.0255,aDyAhAra|aNgIkAra|apavarga|ajYAna,budDi|manIzA|DizaRA|DI|prajYA|SemuzI|mati|prekzA
ieg,praTamaM kARqam|DIvargaH|,5,praTamaM kARqam,DIvargaH,,157,21,0.1338,DI|saMvid|pratipad|saNkalpa|BAvanA|tarka|sidDAnta|samADi,budDi|manIzA|DizaRA|prajYA|SemuzI|mati|prekzA|upalabDi
inm,praTamaM kARqam|DIvargaH|,5,praTamaM kARqam,DIvargaH,,157,54,0.3439,budDi|DizaRA|mati|meDA|saNkalpa|dvApara|sidDAnta|niyama,manIzA|DI|prajYA|SemuzI|prekzA|upalabDi|cit|saMvid
krm,praTamaM kARqam|DIvargaH|,5,praTamaM kARqam,DIvargaH,,157,8,0.0510,tarka|Uha|mokza|rUpa|ganDa|rasa|kAla|citra,budDi|manIzA|DizaRA|DI|prajYA|SemuzI|mati|prekzA
lan,praTamaM kARqam|DIvargaH|,5,praTamaM kARqam,DIvargaH,,157,47,0.2994,budDi|manIzA|DI|prajYA|mati|cit|meDA|carcA,DizaRA|SemuzI|prekzA|upalabDi|saMvid|pratipad|jYapti|cetanA
lrv,praTamaM kARqam|DIvargaH|,5,praTamaM kARqam,DIvargaH,,157,128,0.8153,budDi|manIzA|DizaRA|DI|prajYA|SemuzI|mati|prekzA,saNkalpa|saNKyA|sandeha|nAstikatA|vyApAda|drohacintana|sidDAnta|rAdDAnta
mci,praTamaM kARqam|DIvargaH|,5,praTamaM kARqam,DIvargaH,,157,21,0.1338,dvApara|suraBi|Suci|Sveta|pARqara|gOra|hariRa|kfzRa,budDi|manIzA|DizaRA|DI|prajYA|SemuzI|mati|prekzA
md,praTamaM kARqam|DIvargaH|,5,praTamaM kARqam,DIvargaH,,157,104,0.6624,budDi|manIzA|DizaRA|DI|prajYA|SemuzI|mati|prekzA,saMvid|pratipad|cetanA|saNkalpa|samADAna|cittABoga|manaskAra|saNKyA
mw,praTamaM kARqam|DIvargaH|,5,praTamaM kARqam,DIvargaH,,157,152,0.9682,budDi|manIzA|DizaRA|DI|prajYA|SemuzI|mati|prekzA,saNkalpa|saNKyA|sandeha|AgU|atinirhArin
mw72,praTamaM kARqam|DIvargaH|,5,praTamaM kARqam,DIvargaH,,157,122,0.7771,budDi|manIzA|DI|prajYA|SemuzI|mati|prekzA|upalabDi,DizaRA|cetanA|cittABoga|manaskAra|carcA|vicAraRA|BAvanA|vAsanA
mwe,praTamaM kARqam|DIvargaH|,5,praTamaM kARqam,DIvargaH,,157,3,0.0191,cit|sita|arjuna,budDi|manIzA|DizaRA|DI|prajYA|SemuzI|mati|prekzA
pe,praTamaM kARqam|DIvargaH|,5,praTamaM kARqam,DIvargaH,,157,41,0.2611,budDi|DizaRA|mati|meDA|saNkalpa|vAsanA|dvApara|samADi,manIzA|DI|prajYA|SemuzI|prekzA|upalabDi|cit|saMvid
pgn,praTamaM kARqam|DIvargaH|,5,praTamaM kARqam,DIvargaH,,157,5,0.0318,vizaya|kfzRa|kAla|kapila|piNgala,budDi|manIzA|DizaRA|DI|prajYA|SemuzI|mati|prekzA
pui,praTamaM kARqam|DIvargaH|,5,praTamaM kARqam,DIvargaH,,157,60,0.3822,budDi|DizaRA|mati|cetanA|meDA|vAsanA|tarka|saMSaya,manIzA|DI|prajYA|SemuzI|prekzA|upalabDi|cit|saMvid
pw,praTamaM kARqam|DIvargaH|,5,praTamaM kARqam,DIvargaH,,157,139,0.8854,budDi|manIzA|DI|SemuzI|mati|prekzA|upalabDi|cit,DizaRA|prajYA|cetanA|saNkalpa|carcA|saNKyA|vicAraRA|BAvanA
pwg,praTamaM kARqam|DIvargaH|,5,praTamaM kARqam,DIvargaH,,157,141,0.8981,budDi|manIzA|DI|prajYA|SemuzI|mati|prekzA|upalabDi,DizaRA|cetanA|saNkalpa|carcA|saNKyA|BAvanA|vAsanA|sandeha
pwkvn,praTamaM kARqam|DIvargaH|,5,praTamaM kARqam,DIvargaH,,157,23,0.1465,pratipad|jYapti|avaDAna|Uha|ASrava|aByupagama|samADi|jYAna,budDi|manIzA|DizaRA|DI|prajYA|SemuzI|mati|prekzA
sch,praTamaM kARqam|DIvargaH|,5,praTamaM kARqam,DIvargaH,,157,52,0.3312,pratipad|jYapti|avaDAna|cittABoga|carcA|Uha|dvApara|miTyAdfzwi,budDi|manIzA|DizaRA|DI|prajYA|SemuzI|mati|prekzA
shs,praTamaM kARqam|DIvargaH|,5,praTamaM kARqam,DIvargaH,,157,141,0.8981,budDi|manIzA|DI|SemuzI|mati|prekzA|upalabDi|cit,DizaRA|prajYA|cetanA|meDA|saNKyA|vicAraRA|BAvanA|vAsanA
skd,praTamaM kARqam|DIvargaH|,5,praTamaM kARqam,DIvargaH,,157,35,0.2229,manIzA|DizaRA|DI|prajYA|SemuzI|prekzA|cit|cetanA,budDi|mati|upalabDi|saMvid|pratipad|jYapti|saNkalpa|avaDAna
snp,praTamaM kARqam|DIvargaH|,5,praTamaM kARqam,DIvargaH,,157,2,0.0127,sita|arjuna,budDi|manIzA|DizaRA|DI|prajYA|SemuzI|mati|prekzA
stc,praTamaM kARqam|DIvargaH|,5,praTamaM kARqam,DIvargaH,,157,111,0.7070,budDi|manIzA|DI|prajYA|SemuzI|mati|prekzA|upalabDi,DizaRA|cetanA|saNkalpa|cittABoga|manaskAra|saNKyA|vicAraRA|BAvanA
vcp,praTamaM kARqam|DIvargaH|,5,praTamaM kARqam,DIvargaH,,157,141,0.8981,budDi|manIzA|DI|SemuzI|mati|prekzA|upalabDi|saMvid,DizaRA|prajYA|cit|samADAna|saNKyA|vicAraRA|vimarSa|BAvanA
vei,praTamaM kARqam|DIvargaH|,5,praTamaM kARqam,DIvargaH,,157,20,0.1274,DizaRA|DI|dvApara|lavaRa|Sukla|gOra|hariRa|kfzRa,budDi|manIzA|prajYA|SemuzI|mati|prekzA|upalabDi|cit
wil,praTamaM kARqam|DIvargaH|,5,praTamaM kARqam,DIvargaH,,157,141,0.8981,budDi|manIzA|DI|SemuzI|mati|prekzA|upalabDi|cit,DizaRA|prajYA|cetanA|meDA|saNKyA|vicAraRA|BAvanA|vAsanA
yat,praTamaM kARqam|DIvargaH|,5,praTamaM kARqam,DIvargaH,,157,141,0.8981,budDi|manIzA|DI|SemuzI|mati|prekzA|upalabDi|cit,DizaRA|prajYA|cetanA|meDA|saNKyA|vicAraRA|vimarSa|BAvanA
abch,praTamaM kARqam|SabdAdivargaH|,6,praTamaM kARqam,SabdAdivargaH,,207,0,0.0000,,brAhmI|BAratI|BAzA|gir|vAc|vARI|sarasvatI|vyAhAra
acc,praTamaM kARqam|SabdAdivargaH|,6,praTamaM kARqam,SabdAdivargaH,,207,17,0.0821,sarasvatI|veda|AmnAya|Darma|SikzA|praRava|itihAsa|arTaSAstra,brAhmI|BAratI|BAzA|gir|vAc|vARI|vyAhAra|ukti
acph,praTamaM kARqam|SabdAdivargaH|,6,praTamaM kARqam,SabdAdivargaH,,207,0,0.0000,,brAhmI|BAratI|BAzA|gir|vAc|vARI|sarasvatI|vyAhAra
acsj,praTamaM kARqam|SabdAdivargaH|,6,praTamaM kARqam,SabdAdivargaH,,207,0,0.0000,,brAhmI|BAratI|BAzA|gir|vAc|vARI|sarasvatI|vyAhAra
ae,praTamaM kARqam|SabdAdivargaH|,6,praTamaM kARqam,SabdAdivargaH,,207,0,0.0000,,brAhmI|BAratI|BAzA|gir|vAc|vARI|sarasvatI|vyAhAra
ap,praTamaM kARqam|SabdAdivargaH|,6,praTamaM kARqam,SabdAdivargaH,,207,88,0.4251,brAhmI|BAratI|BAzA|gir|vAc|vARI|sarasvatI|ukti,vyAhAra|vacana|apaBraMSa|apaSabda|Sabda|vAkya|Sruti|veda
ap90,praTamaM kARqam|SabdAdivargaH|,6,praTamaM kARqam,SabdAdivargaH,,207,70,0.3382,brAhmI|BAzA|gir|vAc|vARI|sarasvatI|ukti|lapita,BAratI|vyAhAra|vacana|apaBraMSa|apaSabda|Sabda|vAkya|Sruti
armh,praTamaM kARqam|SabdAdivargaH|,6,praTamaM kARqam,SabdAdivargaH,,207,98,0.4734,brAhmI|BAratI|BAzA|vARI|sarasvatI|vyAhAra|Sabda|Sruti,gir|vAc|ukti|lapita|BAzita|vacana|vacas|apaBraMSa
ben,praTamaM kARqam|SabdAdivargaH|,6,praTamaM kARqam,SabdAdivargaH,,207,117,0.5652,BAzA|gir|vAc|vARI|vyAhAra|ukti|vacana|vacas,brAhmI|BAratI|sarasvatI|lapita|BAzita|apaSabda|trayI|oNkAra
bhs,praTamaM kARqam|SabdAdivargaH|,6,praTamaM kARqam,SabdAdivargaH,,207,29,0.1401,brAhmI|sarasvatI|vyAhAra|Sabda|Darma|SikzA|smfti|Ahvaya,BAratI|BAzA|gir|vAc|vARI|ukti|lapita|BAzita
bop,praTamaM kARqam|SabdAdivargaH|,6,praTamaM kARqam,SabdAdivargaH,,207,96,0.4638,BAratI|gir|vAc|vARI|sarasvatI|ukti|vacana|vacas,brAhmI|BAzA|vyAhAra|lapita|BAzita|apaBraMSa|apaSabda|purAvftta
bor,praTamaM kARqam|SabdAdivargaH|,6,praTamaM kARqam,SabdAdivargaH,,207,0,0.0000,,brAhmI|BAratI|BAzA|gir|vAc|vARI|sarasvatI|vyAhAra
bur,praTamaM kARqam|SabdAdivargaH|,6,praTamaM kARqam,SabdAdivargaH,,207,122,0.5894,BAzA|gir|vAc|vARI|ukti|lapita|vacas|apaBraMSa,brAhmI|BAratI|sarasvatI|vyAhAra|BAzita|vacana|trayI|SikzA
cae,praTamaM kARqam|SabdAdivargaH|,6,praTamaM kARqam,SabdAdivargaH,,207,137,0.6618,BAzA|gir|vAc|vARI|vyAhAra|ukti|lapita|BAzita,brAhmI|BAratI|sarasvatI|trayI|oNkAra|tarkavidyA|prabanDakalpanA|pravahlikA
ccs,praTamaM kARqam|SabdAdivargaH|,6,praTamaM kARqam,SabdAdivargaH,,207,126,0.6087,BAzA|gir|vAc|vARI|vyAhAra|ukti|lapita|BAzita,brAhmI|BAratI|sarasvatI|trayI|oNkAra|svarita|AnvIkzikI|tarkavidyA
