L,headword_slp1,parvan,verse,marker,confidence,printed_slp1,corrected_slp1,edition_ref,quote
20033,klIba,1,5142,lies,high,naSUrasyasaKAklIvaH,avikrame,,". MED. (lies: {#avikrame#}). {#na SUrasya saKA klIvaH#} MBH. 1,5142. {#kaccidrAjanna nirvedAd"
46755,pUrva,1,5144,zu lesen,high,,saKA'yaM,,". na SUrasya saKA klIvaH saKipUrvaM kimizyate#} MBH. 1,5142. 5144. {#tato drupadamAgamya saKipUrvamahaM praBo . abruvaM puruzavyAGra saKAyaM#} (so ist zu lesen st. {#saKA 'yaM#}) {#vidDi mAmiti ..#} 5194; hier ist das W"
7743,aho,1,5156,zu lesen,high,ahovoDigbalaMkzAttram,digaho,,"PAÑCAT."">234,9. ŚĀK. 18,9. {#aho vo DigbalaM kzAttram#} MBH. 1,5156. {#Digaho#} (so ist zu lesen st. {#digaho#}) {#kazwAM strIzvanuroDitAm#} KATHĀS. 20,197. {#aho vata#"
101448,Srama,1,5255,zu lesen,high,Danurvedakfta˚,jita˚,,"KĀM. NĪTIS. 4,67. KATHĀS. 19,2. {#Danurvedakfta˚#} MBH. 1,5255. {#matteBakumBavidalanakfta˚#} Spr. (II) 4664. {#kftavidyA˚#} (so ist zu lesen) RĀJA-TAR. 6,180. {#jita˚#} adj. HARIV. 4544. R. 4,40,4<"
83542,raB,1,5258,zu lesen,high,˚raBya,˚raBya,,"20. SARVADARŚANAS. 124,11. {#˚raBya#} MBH. 1,5258</ls"
36186,Dar,1,5308,zu lesen,high,,dravyaMDArayati,,"anustURO ca) prAdAnmamEva BagavAnDArayasveti#} MBH. 3,11980. 1,5308. {#DAraya#} MṚCCH. 46,3. {#BUmizWaM#} (so ist wohl zu lesen mit der v. l.) {#dravyaM DArayati#} 49,4. {#(kanakasUtram) a"
51214,prezya,1,5326,fehlerhaft,high,tAHsaprezyAHsaparicCadAH,prEzya,,"s>. Am Ende eines adj. comp.: {#tAH saprezyAH saparicCadAH#} MBH. 1,5326. — 3〉 n. {%das Dienersein%}: {#SUdra˚#} YĀJÑ. 3,241; fehlerhaft für {#prEzya#}. — Vgl. {#kArya˚#} (adj. {%der in einer Ang"
105279,samanantara,1,5333,zu lesen,high,,tadvAkyasa˚,,"9. SĀH. D. 27,9. {%unmittelbar nach%} mit gen. MBH. 1,5333. am Ende eines comp. R. 6,101,14 ({#tadvAkyasa˚#} zu lesen). KATHĀS. 4,24. SARVADARŚANAS. 4,6. {#icCAsamanantarasaMjAta#} <ls n=""S"
89199,vah,1,5337,zu lesen,high,uhyantovAjiBirdrutam,raTamuhyantaMdivyaturagEH,,"{#vAjiBiruhyamAnAH#} MBH. 3,15672. {#uhyanto vAjiBirdrutam#} 1,5337. {#uhyamAna iva vAhanocitaH pAdacAramapi na vyaBAvayat#} RAGH. 11,10. {#yugyEH kzitiBujAM yogyEruhyamAnAH#} (so ist zu lesen) RĀJA-TAR. 5,33. {#raTamuhyantaM divyaturagEH#}"
36484,DA,1,5442,lies,high,BayamarjunasaMjAtaMkzipramantaraDIyata,˚DIyata,,"te#} NIR. 12,11. {#BayamarjunasaMjAtaM kzipramantaraDIyata#} MBH. 1,5442. {#uzRamantardaDe sadyaH#} DAŚ. 1,15. {#imaM vESravaRAvAsaM puRyam — kaTaM BIma gamizyAmo gatirantaraDIyatAm#} (lies: {#˚DIyata#}) so v. a. {%wurde unterbrochen%} MBH."
122468,saYj,1,5545,lies,high,utsakta,ud,Bomb,"ab> 558, Z. 2 lies 13,7329. — {#ud#}, {#utsakta#} MBH. 1,5545 Lesart der ed. Bomb.</"
61405,mUzaka,1,5573,zu lesen,high,,,,"zu lesen ist). ŚABDAR._im_ŚKDR. VS. 24,36. MBH. 1,5573. SU"
81465,yadA,1,5598,fehlerhaft,high,yadA,yadA,,"4. {#yadA kadA cit#} {%jederzeit%} KAUŚ. 94. — {#yadA#} MBH. 1,5598 in beiden Ausgg. fehlerhaft für {#yadA#}."
114358,sparSa,1,5792,fehlerhaft,high,spaSa,spaSa,,"d. Oxf. H. 104,b,"">36. — m〉 fehlerhaft für {#spaSa#} MBH. 1,5792. MED. ś. 15. — 3〉 f. {#"
114394,spaSa,1,5792,zu lesen,high,spfSaH,sparSa,Calc,"taH spaSaH#} (so st. {#spfSaH#} zu lesen) M. 8,116. MBH. 1,5792 ({#sparSa#} ed. Calc.). {#spaSADyakza#}"
1211,atas,1,5909,zu lesen,high,kiMnu,,,"el. mit dem pron. rel.: {#kiM nu#} (so ist zu lesen mit MBH. 1,5909.) {#duHKataraM SakyaM mayA druzwumataH param . yo 'ham#} u."
81985,yAmana,1,5912,zu lesen,high,yAmana,yAmanO,,"{#yAmana#}¦ scheinbar HIḌ. 1,38, wo aber mit MBH. 1,5912 {#yAvimO#} st. {#yAmanO#} zu lesen ist."
79775,Penin,1,5936,fehlerhaft,high,PenilaM,PenilaM,,"naM ruDiraM bahu#} HIḌ. 2,11 fehlerhaft für {#PenilaM#}, wie MBH. 1,5936 gelesen wird."
36606,DAman,1,5974,zu lesen,high,˚sragdAma˚,,,"ragDAmaSoBo#} (viell. {#˚sragdAma˚#} zu lesen; vgl. MBH. 1,5974 und 2. {#DAman#}) {#'Bavat#} <ls"
97454,SataguRa,1,6031,zu lesen,high,SataguRam,mAtAvandyA,,"PAÑCAR. 1,7,55. {#SataguRam#} adv. {%hundertmal%} MBH. 1,6031 ({#SataguRADikam#} HIḌ. 4,49). R. 5,38,41. 50,19. {#pituH SataguRaM#} (so ist zu lesen) {#mAtA vandyA#} {%hundertmal mehr als der Vater%} PAÑCAR. 2,6,7."
87611,vatsabanDA,1,6120,fehlerhaft,high,badDavatsA,badDavatsA,,"tsabanDA#}¦ BRĀHMAṆ. 1,12 fehlerhaft für {#badDavatsA#}, wie MBH. 1,6120 gelesen wird."
106193,saMbanDa,1,6153,zu lesen,high,,,,"age7-0750] (so ist zu lesen) M. 2,40. 4,244. MBH. 1,6153. R. GORR. 1,19,4."
67140,i,1,6390,lies,high,prehimAm,prehi\prehi^,Bomb,". 3 lies {#prehi\ prehi^#}; Z. 3 vom Ende {#prehi mAm#} MBH. ed. Bomb. 1,6390 (s"
67140,i,1,6390,zu lesen,high,prehimAm,,Bomb,". 3 lies {#prehi\ prehi^#}; Z. 3 vom Ende {#prehi mAm#} MBH. ed. Bomb. 1,6390 (so zu lesen st. 3690.) — Vgl. {#prAya, prAyaRa, prAyas#}. — {"
101517,SrA,1,6392,fehlerhaft,high,Srapita,˚Srita,,",4. {#Srapita#} P. 6,1,27, Vārtt. MBH. 1,6392. Vgl. {#SrapaRa#} fg. und {#SrApin#}. — {#aDi#}, partic. {#˚Sfta#} fehlerhaft für {#˚Srita#}; s. u. 1. {#Sri#}. — {#A#}, partic.</ab"
35163,dyut,1,6406,zu lesen,high,DfzwatvAwatiDfzRutvAddyumnAddyutsaMBavAdapi,"a˚,su˚",,"s>. {#DfzwatvAwatiDfzRutvAddyumnAddyutsaMBavAdapi#} (so ist zu lesen) MBH. 1,6406. — Vgl. {#a˚, su˚#}."
113928,sTA,1,6437,fehlerhaft,high,pratasTuH,prati˚,,"({#prAti˚#} fehlerhaft für {#prati˚#}). act.: {#pratasTuH#} MBH. 1,6437. {#prAtizWat#} <ls n="""
106590,sarp,1,6441,fehlerhaft,high,samupa,˚sfpyatAm,,"=""p"">— {#samupa#} {%herantreten zu%} (acc.</a"
106590,sarp,1,6450,fehlerhaft,high,,vinis,,"rantreten zu%} (acc.), {%sich nähern%} MBH. 1,6441. 6450. R. 4,58,11. — {#vini#} ĀŚV. ŚR. 6,12,2 (in der gedr. Ausg.) fehlerhaft für {#vinis#}. [Page7-0807] — {#nis#} {%hinausschleichen%} ŚĀṄKH. ŚR. 6,13"
62616,agnivESya,1,6465,fehlerhaft,high,˚veSya,˚veSya,,"{#agnivESya#}¦ fehlerhaft für {#˚veSya#}; vgl. MBH. 1,6465. HARIV. 9575."
36457,DarzaRa,1,6502,lies,high,DaraRaM,DarzaRaM,,"s> (lies {#DarzaRaM#} st. {#DaraRaM#}). MED. ṇ. 55. MBH. 1,6502. <ls n="
50055,prasannatva,1,6541,lies,high,kAntyAcacandrareKAmivAmalAm,prasannatvena,,"nnatveca#} (lies {#prasannatvena#}) {#kAntyA ca candrareKAmivAmalAm#} MBH. 1,6541."
35162,dyut,1,6613,zu lesen,high,(vidyut)dyotayantIdiSaHsarvAH,ozaDyo,,". {#(vidyut) dyotayantI diSaH sarvAH#} 4,2031. 1,6613 (wo {#dyotayantI#} zu lesen ist). R. 3,4,8. KUMĀRAS. 6,4. {#ozaDyo#} [Page3-0789] {#jvalamAnASca dy"
97121,Saktin,1,6736,zu lesen,high,Sakti,Saktrin,Bomb,"{#Saktin#}¦ m. eine Nebenform von 4. {#Sakti#} MBH. 1,6736 (wo mit der ed. Bomb. {#SaktinaM tu#} zu lesen ist). 6792 ({#Saktrin#} ed. Calc.)."
24407,cakzuza,1,6818,fehlerhaft,high,sacakzuza,cakzus,,"s adj. comp. = {#cakzus#} {%Auge%}: {#sacakzuza#} {%sehend%} MBH. 1,6818. — 2〉 m. N. pr. des Vaters des Manu Cākṣuṣa VP. 98. Wohl nur fehlerhaft für {#cakzus#}."
48055,praRipAta,1,6825,zu lesen,high,,praRipAtena,,"n.) H. 1503. HALĀY. 4,64. BHAG. 4,34. MBH. 1,6825 ({#praRipAtena#} zu lesen). 3,15199. 5,54. 1522. <ls n=""MB"
33916,duz,1,6841,zu lesen,high,dUzayantaMtapastejaHkroDam,kfzRasarpaSiSunevacandanam,,va candanam#} 177. {#dUzayantaM tapastejaH kroDam#}
81815,yA,1,6925,zu lesen,high,drOpadIMdrazwum,asavaHprayAnti,,"AsAya#} R. 2,45,1. MBH. 3,785. {#drOpadIM drazwum#} 1,6925. R. GORR. 2,25,24 (wo {#hantuM#} zu lesen ist). KATHĀS. 18,86. {#asavaH prayAnti#} {%entfliehen%} GĪT. 10,11. {#m"
37864,nartaka,1,6940,druckfehler,high,nawa,cAraRa,,"an. = {#cAraRa#} MED. Häufig in Verbindung mit {#nawa#} MBH. 1,"
7766,A,1,6965,zu lesen,high,AyojanasuganDin,,,. eines comp. ohne Flexionszeichen: {#AyojanasuganDin#} MBH.
62070,mezasaMDi,1,6988,fehlerhaft,high,mezasaMDi,meGa˚,,"{#mezasaMDi#}¦ MBH. 1,6988 fehlerhaft für {#meGa˚#}."
115043,svaBAva,1,7015,zu lesen,high,kfzRAgatEHnetramanaHsvaBAvEH,,,". UP. 5,"">5. M. 9,16. {#kfzR"
103165,saMsTAnacArin,1,7044,fehlerhaft,high,saMsTAnacArin,trizu,,"{#saMsTAnacArin#}¦ adj. MBH. 1,7044 (hier ausserdem {#nfzu#} fehlerhaft für {#trizu#}) und 3,14113 fehlerhaft für {#sasTAsnucArin#} {%mit dem U"
104646,saMtrAsa,1,7073,druckfehler,high,saMtrAsAt,nAhArayatisaMtrAsam,,"ATHĀS. 28,105. {#saMtrAsAt#} {%aus Angst%} MBH. 1,5458. 7073. RĀJA-TAR. 5,398 ({#santrAmAt#} Druckfehler bei TR.). {#nAhArayati saMtrAsam#} R. 2,60,20. {#saMtrAsa AviSaccEnam#}"
106211,saMbADa,1,7125,zu lesen,high,vimuktOjanasaMbADAt,.,,"V. 16280. {#vimuktO janasaMbADAt#} {%ein Gedränge von Menschen%} MBH. 1,7125. {#janasaMbADaSAlinaH#} (so ist zu lesen) {#.#} {#pradeSAn#} KĀM. NĪTIS. 7,40. {#gfhasaMbADamAlinI (pUH)#} HARIV. 653"
39123,niyojya,1,7139,zu lesen,high,BavatAMtuniyojyo'smi,kecicCAlvapatiMgatvAniyojyamitimenire,,","">12929. {#BavatAM tu niyojyo 'smi#} 13,4065. 1,7139 (wo {#niyojyAH#} zu lesen ist). {#kecicCAlvapatiM gatvA niyojyamiti menire#} wohl so v. a. {%dass man ihm"
93876,vizahya,1,7300,zu lesen,high,karman,hiraRotkawasya,,"tadasmAkam#} MBH. 2,875. {#a˚#} {%unausführbar%}: {#karman#} 1,7300. {#na vidyate jAmbavatIsutasya raRe 'vizahyaM#} (so ist zu lesen) {#hi raRotkawasya#} 3,10271. 10275. <ls n=""MBH. 3"
82136,yuga,1,7343,fehlerhaft,high,caturyugAM,caturyujAM,Bomb,"ga#} (unter {#IzA#}), {#uru˚, kali˚, go˚, caturyuga#} ({#caturyugAM#} MBH. 1,7343 fehlerhaft für {#caturyujAM#}, wie die ed. Bomb. liest), {#tri˚#} (adj. auch <ls"
82187,yuj,1,7343,zu lesen,high,"a˚,aruRa˚,arSo˚,aSva˚,fta˚,caturyuj","duryuj,Darma˚,nitya˚,puM˚,prAtaryuj",Bomb,"v"">— Vgl. {#a˚, aruRa˚, arSo˚, aSva˚, fta˚, caturyuj#} (auch MBH. 1,7343, wo mit der ed. Bomb. {#˚ryujAM#} st. {#˚ryugAM#} zu lesen ist), {#duryuj, Darma˚, nitya˚, puM˚, prAtaryuj#} (hier auch mit act. Bed.</"
39805,nivarhaRa,1,7410,zu lesen,high,,,,"lgen%} AK. 2,8,2,81."
113928,sTA,1,7452,fehlerhaft,high,taMDarmam,pra,,",1. — 2〉 {%an Etwas gehen, obliegen%}: {#taM Darmam#} MBH. 1,7452. — {#prA#} PRAŚNOP. 2,4. 3,1. 5 fehlerhaft für {#pra#}. — {#pratyA#} {%Stand halten%} AV. 5,5,3. — {#"
89481,vAcya,1,7488,zu lesen,high,SreyaH,,,"/ls>. 47,25. mit einem <a"
97640,Satahan,1,7578,zu lesen,high,,ayaHkaRwakasaMCannASataGnImahatISilA,,MCannA SataGnI mahatI SilA#} VIJAYARAKṢITA</ls
40438,nIpa,1,7584,zu lesen,high,veDuni,,,". a. O. (wo {#banDule#} st. {#veDuni#} zu lesen ist). — MBH. 1,7584. 3,11569. R. 2,94,9 (<ls n=""R. 2,"
91229,vijaya,1,7641,zu lesen,high,trElokya˚,pfTivI˚,Bomb,"ĀG. P. 9,11,13. {#trElokya˚#} [Page6-1020] MBH. 1,7625. 7641. R. 1,46,14 ({#putra#} mit der ed. Bomb. zu lesen). 4,10,4. {#pfTivI˚#} MBH. 4,137. KATHĀS. 17,47. {#viSv"
114781,sruva,1,7669,fehlerhaft,high,,srava,Calc,"ls>Verz. d. B. H. 91,1. M. 5,117. YĀJÑ. 1,183. MBH. 1,7669 ({#srava#} ed. Calc. fehlerhaft). 3,8747. 10049. 10295. <ls n"
23301,gorakza,1,7675,zu lesen,high,AHnivfttakfzigorakzA(BUH),kza,,"nes adj. comp. f. {#AH nivfttakfzigorakzA (BUH)#} MBH. 1,7675. Statt {#gorakza#} n. ist wohl überall {#gorakzya#} oder {#gOrakzya#} zu lesen; {#kza#} und {#kzya#} werden auch sonst mit einander verwechselt. — 3〉 f."
106699,sarvakAmya,1,7717,fehlerhaft,high,sarvakAma,sarvakAma,,"AR. 4,3,25. SUND. 4,7 fehlerhaft für {#sarvakAma#}, wie MBH. 1,7717 gelesen wird."
57699,manyu,1,7727,zu lesen,high,tOmanyurAviSat,,,"er Wuth entgegen (Nothhilfe)%} M. 8,351. {#tO manyurAviS"
112718,sEnika,1,7760,zu lesen,high,,sEnikAMSca,Bomb,"uppen%} AK. 2,8,2,29. H. 763. MED. k. 171. MBH. 1,7760 ({#sEnikAMSca#} mit der ed. Bomb. zu lesen). 7665. 3,797. 15751. <ls n="""
33916,duz,1,7802,zu lesen,high,Darmonaduzyati,Darmonaduzyati,,"I, 76 zu lesen) KĀM. NĪTIS. 11,36. {#Darmo na duzyati#} MBH. 1,7802. {#cAritryaM duzya"
88405,varj,1,7845,lies,high,tataetAnivarjyantetIrTAni,varjyeta,,"ls>YĀJÑ. 1,158. pass.: {#tata etAni varjyante tIrTAni#} MBH. 1,7845. {#varjjeta#} (lies {#varjyeta#}, der Comm. {#ujJeta#}) {#vizadUzitam#} KĀM. NĪTIS. 7,9. {#"
82186,yuj,1,7948,zu lesen,high,yuktvAhayAn,yujyantAMsyandanezuturaMgAH,Bomb,"} ŚĀṄKH. GṚHY. 1,15,8. {#yuktvA hayAn#} MBH. 1,192. 7948 (wo mit der ed. Bomb. {#ayuYjan#} zu lesen ist). Spr. 2631. {#yujyantAM syandanezu turaMgAH#} PRAB. 78,14. {#yokzy"
82186,yuj,1,7948,fehlerhaft,high,AyuYjan,ayuYjan,Bomb,"\jre#} 5,58,7. 10,44,7. {#AyuYjan#} MBH. 1,7948 fehlerhaft für {#ayuYjan#}, wie die ed. Bomb. hat. — 2〉 med. {%anlegen,"
108152,sAtvata,1,7965,fehlerhaft,high,,daSArha,,"ungenau, da dieses häufig daneben erscheint) TRIK. 2,1,10. — <l"
99221,Sikz,1,8033,fehlerhaft,high,aBi,aSikzita,,"v n=""p"">— {#aBi#} caus. {%Etwas%} (acc.) {%lehren%} MBH. 1,8033. mit doppeltem acc. HARIV. 4910. — {#A#} s. {#ASikzA#}. {#ASikzita#} KĀM. NĪTIS. 11,30 fehlerhaft für {#aSikzita#}. — {#upa#} 1〉 {%versuchen, unternehmen%}: {#punaH punaH pratI"
109679,su,1,8042,fehlerhaft,high,sutesomasahasre,hutam,,"somaM sutamadya taM mayA#} MBH. 14,277. {#sute somasahasre#} 1,8042. {#sutam#} Spr. (II) 2694 wohl fehlerhaft für {#hutam#}. masc. sg. und pl. {%der Saft%} d. h. <"
88101,var,1,8064,zu lesen,high,strIvfta,marudgaRavfta,,"AB. 86,10. BHAṬṬ. 5,10. {#strIvfta#} M. 7,224. MBH. 1,8064. fgg. R. 1,63,28 ({#marudgaRavfta#} zu lesen). 2,39,35. RAGH. 12,61. VARĀH. BṚH. S. 48,48. {#avfta#}"
30686,toza,1,8258,fehlerhaft,high,tozamativyAharatAm,tezAmati˚,,"uṣita — Götter BHĀG. P. 4,1,7. — {#tozamativyAharatAm#} MBH. 1,8258 fehlerhaft für {#tezAmati˚#}, wie schon WEST. u. {#hf#} mit {#vyA#} verbessert."
115989,han,1,8300,fehlerhaft,high,˚hata,˚hita,Bomb,""">7,5816. 8,4556. — partic. {#˚hata#} 1,8300 fehlerhaft für {#˚hita#}, wie die ed. Bomb. liest. Vgl. {#saMnihatI#} fg."
88101,var,1,8343,fehlerhaft,high,tavalokAHsamAvftAH,samAvftta,,"MBH. 3,10329. {#tava lokAH samAvftAH#} {%verschlossen für dich%} 1,8343. — {#samAvfta#} R. GORR. 2,83,1 fehlerhaft für {#samAvftta#}. — {#ud#} {%weit öffnen, aufreissen%} (die Augen): {#kroDAdu"
94755,vfti,1,8350,fehlerhaft,high,vftti,vftti,Bomb,"3. {#vfti#}¦ fehlerhaft für {#vftti#} MBH. 1,8350 ({#vftti#} ed. Bomb.). RĀJA-TAR. 5,193</l"
53862,Baj,1,12683,zu lesen,high,,saMviBajya,Bomb,"nnapAnESca saMviBajya#} MBH. 1,3399. 3. 12683 (wo mit der ed. Bomb. {#saMviBajya#} zu lesen ist). KATHĀS. 25,17. 38,90. R. GORR. 2,32,11. <ls"
14219,kakzya,2,32,zu lesen,high,bAhyakakzyA,ca,,"igAhya#} (so zu lesen) {#ca#} 6,39,4. {#bAhyakakzyA#} MBH. 2,32. {#saptakakzya#} R"
37766,nara,2,72,zu lesen,high,,naranArAyaRO,,">MED. MBH. 1,1176. fgg. 8301. fgg. 2,72 (wo {#naranArAyaRO#} [Page4-0055] zu lesen ist). 3,506. 1888. 5,1921. fgg."
113928,sTA,2,95,zu lesen,high,saBA,nizWa,Bomb,"GOBH. 1,3,19. PAT._zu_P. 7,3,78. {#saBA#} MBH. 2,95. R. 2,56,17. 5,12,39. {#su˚#} 1,12,10. 2,91,15 ({#sunizWitAm#} mit der ed. Bomb. zu lesen). — Vgl. {#nizWa#} fgg. und {#ni#}. — caus. <div n="
116782,hAriRa,2,97,fehlerhaft,high,,hariRa,,"s>HEM. YOGAŚ. 2,43 darnach zu verbessern). YĀJÑ. 1,257. MBH. 2,97. MĀRK. P. 32,3. {#basti#} CARAKA 10,3. — HEM. YOGAŚ. 4,32 fehlerhaft für {#hariRa#}."
47277,pENga,2,112,zu lesen,high,,pENgya,,"295. — 2〉 m. N. pr. eines Lehrers MBH. 2,112; viell. ist {#pENgya#} zu lesen."
44166,pARqa,2,119,fehlerhaft,high,pARqoqrarAjO,"pARqyo˚,pARqaputrezu",,"#} gaṇa {#gOrAdi#} zu P. 4,1,41. — {#pARqoqrarAjO#} MBH. 2,119 fehlerhaft für {#pARqyo˚, pARqaputrezu#} 15,81 fehlerhaft für {#pARqu˚#}."
49507,pramARa,2,138,zu lesen,high,pramARe'TalayasTAnekiMnarAHkftaniSramAH,pAWegeyecamaDuraMpramAREstriBiranvitam,,"{#pramARe 'Ta layasTAne kiMnarAH kftaniSramAH#} MBH. 2,132. 138 (wo {#˚niSramaH#} st. {#˚niScayaH#} zu lesen ist). {#pAWe geye ca maDuraM pramAREstriBiranvitam#} (= {#druta, maDya, vilambita#} S"
72729,gAnDarva,2,143,lies,high,yudDagAnDarvasevin,,,"chlachtmusik%} st. {%Kriegstanz%}. In {#yudDagAnDarvasevin#} MBH. 2,143</"
120719,pad,2,235,lies,high,kaccicCokonamanyurvAtvayAprotpAdyate,samupa,Bomb,"rvorbringen, bewirken%}: {#kaccicCoko na manyurvA tvayA protpAdyate#} MBH. 2,235 nach der Lesart der ed. Bomb. — {#samupa#} (Nachträge) lies {%erleben%} und vgl. Spr. (II) 7073. — {#vinis#} vgl.</a"
93388,viSva,2,303,zu lesen,high,viSvesurezu,,,"/ls> ({#viSve surezu#} zu lesen). MED. BHAG. 11,22. MBH. 2,303. 3,1768."
89527,vAjarzi,2,319,fehlerhaft,high,vAjarzi,rAjarzi,Bomb,"{#vAjarzi#}¦ MBH. 2,319 fehlerhaft für {#rAjarzi#}, wie die ed. Bomb. liest."
40016,nizada,2,326,fehlerhaft,high,,nizaDa,,"da#}¦ m. 1〉 N. pr. eines alten Königs MBH. 2,326. Wohl fehlerhaft für {#nizaDa#}. — 2〉 {%eine best. Note%}, = {#nizAda#} SVĀMIN</ls"
44927,pAlASa,2,343,fehlerhaft,high,SiMSapapAlASAH,SiMSapApalASAH,,"Farbe der%} Palāśa {%blüthe%} gemeint. — {#SiMSapapAlASAH#} MBH. 2,343 wohl fehlerhaft für {#SiMSapApalASAH#}."
99205,SiMSapA,2,343,fehlerhaft,high,SiMSapa,SiMSipA,,". 289 (59). Aus metrischen Rücksichten {#SiMSapa#} m. MBH. 2,343. PAÑCAR. 1,6,17. {#SiSapA#} R. 5,39,23. fehlerhaft {#SiMSipA#} VET. in LA. (III) 4,1. 2. <ls n=""V"
51405,PaRavant,2,363,zu lesen,high,,PaRavAnnipkramya,,"n=""1""> 1〉 adj. {%mit einer Haube versehen%}, von Schlangen MBH. 2,363. PAÑCAT. 184,11 (wo {#PaRavAnnipkramya#} zu lesen ist). — 2〉 m. {%Haubenschlange, Schlange%} ŚABDAR._im_"
62343,mOlin,2,368,fehlerhaft,high,,mOnin,,"— b〉 {%mit einem Diadem geschmückt%} MBH. 1,7647. 2,368. Śiva ŚIV. {#saMmoha˚#} MAITRYUP. 6,28. — 2〉 m. MĀRK. P. 112,9 fehlerhaft für {#mOnin#} {%ein%} Muni, {%der das Gelübde des Schweigens beobachtet%}."
95218,veRvA,2,371,fehlerhaft,high,veRA,veRA,,"f. N. pr. eines Flusses (fehlerhaft für {#veRA#}) MBH. 2,371. HARIV. 5229. 5290 (die ne"
104762,saMDya,2,375,fehlerhaft,high,,saMDA,,"=""2"">— g〉 N. pr. eines Flusses H. an. MED. MBH. 2,375. — h〉 {%Grenze%} H. an. — i〉 = {#saMDAna#} H. an. — k〉 {%Versprechen, Gelöbniss%} (fehlerhaft für {#saMDA#}) H. an. UJJVAL. — l〉 = {#cintA#} (von 1.<"
95024,vfzaBa,2,415,zu lesen,high,Sveta,,,"116. <ls n=""M. 1"
107776,sahasrika,2,427,fehlerhaft,high,varza˚,sahasraka,,}) am Ende eines <a
113683,stutiSastra,2,452,fehlerhaft,high,˚SAstra,stutaSastra,Bomb,"tiSastra#}¦ (ed. Bomb.) und {#˚SAstra#} (ed. Calc.) MBH. 2,452 wohl nur fehlerhaft für {#stutaSastra#} (s. u. 1. {#stu#})."
102946,saMvftti,2,459,fehlerhaft,high,,sadvftti,,") f. 1〉 etwa {%Erfüllung%}, personif. MBH. 2,459. — 2〉 wohl fehlerhaft für {#sadvftti#} R. GORR. 2,109,31. KATHĀS. 56,415. — 3〉 feh"
102946,saMvftti,2,459,fehlerhaft,high,,saMvfti,,") f. 1〉 etwa {%Erfüllung%}, personif. MBH. 2,459. — 2〉 wohl fehlerhaft für {#sadvftti#} R. GORR. 2,109,31. KATHĀS. 56,415. — 3〉 fehlerhaft für {#saMvfti#} in {#yoni˚#}."
42000,pad,2,475,fehlerhaft,high,pratipanna,vijYAta,,auf {#pratipanna#} ausgehenden <ab
42000,pad,2,475,zu lesen,high,pratipanna,"pratipattavya,˚patti,˚pad,˚pAdya",,"auf {#pratipanna#} ausgehenden comp. P. 6,2,170. — MBH. 2,475 ist st. {#pratipadBiSca#}, wofür WESTERGAARD stillschweigend {#pratipadyadBiSca#} (gegen das Versmaass) setzt, {#pratiyadBiSca#} zu lesen. — Vgl. {#pratipattavya, ˚patti, ˚pad, ˚"
48334,pratipad,2,475,druckfehler,high,pratipadBiH,pratiyadBiH,,"4. — Vgl. {#a˚, prAtipada#}. {#pratipadBiH#} MBH. 2,475 Druckfehler für {#pratiyadBiH#}."
114351,sparD,2,485,zu lesen,high,sahaSakreRa,sparDate,,"> mit dem Elephanten) Z. d. d. m. G. 27,10. {#saha Sak"
61264,mUrCana,2,526,zu lesen,high,,anukarzaMcanizkarzaM,,"dA nAsIt#} {%Wüthen von Krankheiten und Feuer%} MBH. 2,1208. 526 (wo wohl gleichfalls {#avarzaM cAtivarzaM ca#} st. {#anukarzaM ca nizkarzaM#} zu lesen ist). An der ersten Stelle erklärt NĪLAK. das Wort durch {#vfdDi#}, an der zweit"
15249,karUza,2,577,zu lesen,high,karUza,kArUza,,"/ls>. 351. MBH. 13,5666 (?). Für {#karUza#} MBH. 2,577 ist wohl {#kArUza#} zu lesen, da {%der Fürst dieses Volkes%}, Dantavakra, gemeint ist. Dieselbe Person (V"
111944,susTala,2,590,zu lesen,high,susTala,susTAla,,"{#susTala#}¦ m. pl. N. pr. eines Volkes MBH. 2,590. vielleicht ist auch im gaṇa {#BargAdi#} zu P. 4,1,178 {#susTala#} st. {#susTAla#} zu lesen."
50797,prApti,2,595,fehlerhaft,high,,prAnta,,". 1,2597. neben Asti eine Tochter Jarāsaṃdhaʼs 2,595. HARIV. 4955. {#prAptI#} VP. 563. — {#prApti#} PAÑCAT. III, 260 wohl fehlerhaft für {#prAnta#}; vgl. Spruch 4130"
56300,majj,2,607,zu lesen,high,nimajjeyam,sarasinimamajjaciram,Bomb,"{#nimajjeyam#} {%sich inʼs Wasser stürzen%} MBH. 1,6747. fg. 2,607 ({#nyamajjata#} mit der ed. Bomb. zu lesen). BHAṬṬ. 15,31. {#sarasi nimamajja ciram#} {%er blieb lange unter dem Wasser%} <"
63183,aDi,2,619,zu lesen,high,,yojanAdaDi,,ojanAdaDi#} so v. a. {%ein%} Yojana {%in der Höhe
63183,aDi,2,619,lies,high,,yojanAvaDi,,"ojanAdaDi#} so v. a. {%ein%} Yojana {%in der Höhe%} MBH. 2,619 ({#yojanAvaDi#} die neuere Ausg.). — γ〉 *Z. 5 lies 11,8,1 st. 11,10,1. — δ〉 {#DanAdDarmaH praBavati SElAdaDi#} (Conj"
