parvan,cited_verse,pratika_folded_len,outcome,found_address,found_calibrated_N,delta,coverage
13,746,26,retrieved,13.14.155,746,0,0.739
1,149,12,probe-too-short,,,,
14,2134,19,probe-too-short,,,,
13,1401,40,retrieved,13.19.21,1401,0,1.0
3,7078,56,retrieved,3.83.208,6628,450,1.0
2,1084,19,probe-too-short,,,,
3,136,21,probe-too-short,,,,
3,474,18,probe-too-short,,,,
3,12354,30,retrieved,3.177.16,12354,0,0.889
2,66,40,retrieved,2.3.9,66,0,1.0
14,1016,43,retrieved,14.36.30,1016,0,1.0
2,139,35,retrieved,2.5.5,139,0,1.0
13,1812,29,retrieved,13.26.54,1812,0,1.0
3,1207,81,retrieved,3.32.6,1207,0,0.947
13,1242,20,probe-too-short,,,,
1,3628,26,retrieved,1.91.2,3628,0,1.0
3,14687,50,retrieved,3.233.39,14687,0,0.936
1,5595,17,probe-too-short,,,,
3,11604,17,probe-too-short,,,,
3,8564,30,retrieved,3.96.25,8564,0,0.889
3,12513,118,retrieved,3.181.25,12544,-31,0.676
1,7834,37,retrieved,1.215.23,7903,-69,0.882
3,89,15,probe-too-short,,,,
3,825,38,retrieved,3.21.8,827,-2,0.794
1,3835,24,retrieved,1.95.83,3836,-1,1.0
14,2002,99,retrieved,14.68.18,2001,1,0.731
1,424,38,retrieved,1.2.149,378,46,1.0
14,2547,40,retrieved,14.85.38,2547,0,1.0
3,13706,14,probe-too-short,,,,
6,368,21,probe-too-short,,,,
3,8771,20,probe-too-short,,,,
14,318,18,probe-too-short,,,,
1,4364,36,retrieved,1.110.2,4376,-12,0.906
1,790,26,retrieved,1.3.127,792,-2,1.0
1,589,36,retrieved,1.2.321,550,39,1.0
14,1229,35,retrieved,14.44.18,1229,0,1.0
3,16218,32,retrieved,3.282.22,16218,0,0.963
13,1038,19,probe-too-short,,,,
1,4788,77,not-retrieved,,,,0.514
2,1299,41,retrieved,2.35.13,1298,1,1.0
13,354,17,probe-too-short,,,,
1,4099,17,probe-too-short,,,,
13,1979,20,probe-too-short,,,,
3,1316,76,retrieved,3.33.53,1316,0,1.0
3,14774,41,retrieved,3.237.3,14774,0,1.0
3,16525,17,probe-too-short,,,,
3,15549,22,probe-too-short,,,,
3,11140,77,retrieved,3.146.71,11187,-47,0.946
1,4504,12,probe-too-short,,,,
3,11087,23,probe-too-short,,,,
3,11583,39,retrieved,3.158.60,11583,0,0.806
3,14513,37,retrieved,3.230.59,14512,1,1.0
3,11556,49,retrieved,3.158.33,11556,0,1.0
3,1657,17,probe-too-short,,,,
13,846,45,retrieved,13.14.253,844,2,0.821
3,6015,16,probe-too-short,,,,
14,466,74,retrieved,14.17.13,467,-1,0.886
1,5070,120,retrieved,1.129.41,5103,-33,0.631
14,1138,79,not-retrieved,,,,0.5
1,3587,26,retrieved,1.89.11,3587,0,0.818
14,2543,44,retrieved,14.85.34,2543,0,0.923
3,8043,21,probe-too-short,,,,
3,13169,37,retrieved,3.192.28,13168,1,1.0
3,81,19,probe-too-short,,,,
1,6731,36,retrieved,1.176.36,6794,-63,1.0
1,84,18,probe-too-short,,,,
1,6671,15,probe-too-short,,,,
3,11106,19,probe-too-short,,,,
1,4099,38,retrieved,1.102.25,4102,-3,0.857
3,1049,41,retrieved,3.28.21,1049,0,0.886
3,15024,36,retrieved,3.246.15,15023,1,1.0
3,8602,27,retrieved,3.98.8,8602,0,1.0
3,14082,41,retrieved,3.216.20,14091,-9,1.0
13,992,19,probe-too-short,,,,
1,4149,15,probe-too-short,,,,
2,1012,79,retrieved,2.27.3,1012,0,0.953
3,14368,14,probe-too-short,,,,
1,2979,15,probe-too-short,,,,
13,396,27,retrieved,13.8.23,396,0,1.0
14,2198,16,probe-too-short,,,,
1,4757,39,retrieved,1.122.43,4757,0,1.0
3,1690,60,retrieved,3.41.26,1690,0,0.873
3,15144,37,retrieved,3.251.21,15144,0,0.882
1,2730,13,probe-too-short,,,,
3,10556,37,retrieved,3.130.21,10613,-57,1.0
1,5396,74,retrieved,1.136.18,5437,-41,0.921
13,1638,12,probe-too-short,,,,
3,12851,17,probe-too-short,,,,
1,92,76,retrieved,1.1.92,46,46,1.0
3,13333,12,probe-too-short,,,,
1,3630,12,probe-too-short,,,,
3,12725,15,probe-too-short,,,,
2,250,18,probe-too-short,,,,
1,7183,43,retrieved,1.193.10,7251,-68,0.949
1,7165,54,retrieved,1.192.10,7233,-68,0.824
1,2731,15,probe-too-short,,,,
3,70,21,probe-too-short,,,,
1,8047,14,probe-too-short,,,,
1,4899,23,probe-too-short,,,,
1,2473,19,probe-too-short,,,,
3,13653,18,probe-too-short,,,,
14,496,31,retrieved,14.17.42,496,0,1.0
14,506,77,retrieved,14.18.10,506,0,0.945
3,16076,17,probe-too-short,,,,
3,16575,52,retrieved,3.291.45,16575,0,0.723
3,13067,24,retrieved,3.190.58,13066,1,0.905
14,2552,74,retrieved,14.85.42,2551,1,1.0
1,6401,20,probe-too-short,,,,
3,1192,26,retrieved,3.31.33,1192,0,1.0
1,6362,20,probe-too-short,,,,
1,702,34,retrieved,1.3.38,703,-1,1.0
3,16222,24,retrieved,3.282.26,16222,0,1.0
3,13476,17,probe-too-short,,,,
1,1511,14,probe-too-short,,,,
1,8320,12,probe-too-short,,,,
1,294,59,retrieved,1.2.24,253,41,0.661
1,4648,38,retrieved,1.120.9,4648,0,1.0
1,1507,18,probe-too-short,,,,
3,12106,34,retrieved,3.170.4,12140,-34,0.839
3,13654,37,retrieved,3.206.3,13654,0,0.794
3,13670,35,retrieved,3.206.18,13669,1,1.0
15,997,31,retrieved,15.36.41,997,0,0.893
15,211,70,not-retrieved,,,,0.542
1,2367,45,retrieved,1.63.35,2367,0,0.881
13,981,16,probe-too-short,,,,
3,15138,13,probe-too-short,,,,
13,1359,13,probe-too-short,,,,
1,785,34,retrieved,1.3.122,787,-2,1.0
3,8753,24,retrieved,3.102.17,9039,-286,0.952
1,587,24,not-retrieved,,,,0.0
3,641,22,probe-too-short,,,,
1,3628,26,retrieved,1.91.2,3628,0,1.0
3,17169,41,retrieved,3.309.17,17169,0,1.0
3,125,21,probe-too-short,,,,
1,1200,26,retrieved,1.20.12,1162,38,0.727
3,28,12,probe-too-short,,,,
2,2063,19,probe-too-short,,,,
3,8218,81,not-retrieved,,,,0.514
1,3230,66,retrieved,1.76.48,3231,-1,0.778
2,1757,32,retrieved,2.49.33,1757,0,0.897
1,5003,13,probe-too-short,,,,
1,497,19,probe-too-short,,,,
3,17156,26,retrieved,3.309.4,17156,0,1.0
3,17309,39,retrieved,3.313.22,17307,2,1.0
13,1101,77,retrieved,13.16.64,1101,0,1.0
1,4004,18,probe-too-short,,,,
3,13017,38,retrieved,3.190.9,13017,0,1.0
3,198,31,retrieved,3.3.68,198,0,0.893
2,155,38,retrieved,2.5.21,155,0,0.657
3,1306,22,probe-too-short,,,,
15,152,37,retrieved,15.4.5,152,0,1.0
3,13262,16,probe-too-short,,,,
3,13998,23,probe-too-short,,,,
14,1117,48,not-retrieved,,,,0.0
3,1488,41,retrieved,3.37.33,1489,-1,0.763
2,1027,35,retrieved,2.27.19,1028,-1,1.0
12,6535,36,retrieved,12.277.19,9794,-3259,1.0
1,1222,32,retrieved,1.21.18,1222,0,0.966
14,879,36,retrieved,14.31.7,879,0,1.0
3,10256,13,probe-too-short,,,,
1,1416,41,retrieved,1.30.33,1416,0,1.0
3,825,20,probe-too-short,,,,
3,14199,14,probe-too-short,,,,
3,8428,18,probe-too-short,,,,
1,1203,14,probe-too-short,,,,
12,5045,16,probe-too-short,,,,
1,3188,15,probe-too-short,,,,
3,15146,28,retrieved,3.251.23,15146,0,1.0
1,3558,49,retrieved,1.87.8,3539,19,1.0
14,1177,19,probe-too-short,,,,
14,188,20,probe-too-short,,,,
3,15101,22,probe-too-short,,,,
3,1388,38,retrieved,3.35.13,1388,0,1.0
1,6661,13,probe-too-short,,,,
13,1347,42,retrieved,13.18.50,1347,0,0.897
3,14181,20,probe-too-short,,,,
2,1847,40,retrieved,2.51.26,1846,1,1.0
1,4338,16,probe-too-short,,,,
14,1224,44,retrieved,14.44.13,1224,0,1.0
2,470,19,probe-too-short,,,,
1,5639,12,probe-too-short,,,,
2,2225,55,retrieved,2.67.29,2215,10,1.0
13,3341,40,retrieved,13.66.32,3340,1,0.865
13,646,23,probe-too-short,,,,
3,13757,40,retrieved,3.207.57,13757,0,1.0
1,1824,30,retrieved,1.45.12,1788,36,0.741
1,6461,20,probe-too-short,,,,
1,5862,23,probe-too-short,,,,
4,1292,17,probe-too-short,,,,
3,16369,22,probe-too-short,,,,
1,5228,20,probe-too-short,,,,
2,1240,83,retrieved,2.33.37,1244,-4,0.908
13,6725,15,probe-too-short,,,,
1,4656,163,not-retrieved,,,,0.281
2,212,40,retrieved,2.5.78,212,0,0.784
1,8341,114,retrieved,1.229.11,8438,-97,0.676
14,1980,30,retrieved,14.67.16,1980,0,0.852
1,249,46,retrieved,1.1.256,210,39,0.907
14,1213,15,probe-too-short,,,,
1,3456,75,retrieved,1.83.33,3436,20,1.0
3,14763,108,retrieved,3.236.23,14763,0,0.971
1,750,83,retrieved,1.3.86,751,-1,0.944
3,16144,41,retrieved,3.280.52,16143,1,1.0
3,3090,26,retrieved,3.80.1,3690,-600,1.0
3,10035,30,retrieved,3.111.9,10066,-31,1.0
3,15459,69,retrieved,3.261.19,15459,0,0.95
14,2636,117,retrieved,14.88.33,2636,0,0.641
13,111,14,probe-too-short,,,,
13,2896,70,retrieved,13.55.30,2896,0,0.893
3,17421,38,retrieved,3.314.3,17421,0,1.0
2,242,41,retrieved,2.5.107,241,1,1.0
4,1878,39,retrieved,4.58.53,1876,2,0.889
12,12772,57,retrieved,12.336.21,12772,0,0.623
1,6337,38,retrieved,1.166.10,6394,-57,1.0
3,337,11,probe-too-short,,,,
13,552,81,retrieved,13.12.26,553,-1,0.606
14,952,13,probe-too-short,,,,
14,1166,27,retrieved,14.42.64,1165,1,1.0
13,3907,19,probe-too-short,,,,
3,16137,14,probe-too-short,,,,
13,5146,17,probe-too-short,,,,
13,3677,27,retrieved,13.76.13,3677,0,0.792
3,13051,36,retrieved,3.190.42,13050,1,1.0
13,4233,43,retrieved,13.87.13,4233,0,1.0
3,17308,19,probe-too-short,,,,
3,13712,13,probe-too-short,,,,
3,1240,35,retrieved,3.32.39,1240,0,1.0
3,11695,24,retrieved,3.160.35,11695,0,1.0
12,7872,35,retrieved,12.217.30,7764,108,1.0
1,3673,37,retrieved,1.93.10,3673,0,1.0
3,8628,32,retrieved,3.99.14,8630,-2,0.966
1,800,77,not-retrieved,,,,0.466
3,10935,13,probe-too-short,,,,
3,13074,37,retrieved,3.190.65,13073,1,1.0
3,579,16,probe-too-short,,,,
3,10486,39,retrieved,3.127.17,10545,-59,1.0
1,4048,28,retrieved,1.100.84,4050,-2,1.0
2,2132,17,probe-too-short,,,,
2,510,14,probe-too-short,,,,
3,15031,30,retrieved,3.246.22,15030,1,1.0
3,10443,17,probe-too-short,,,,
3,84,77,retrieved,3.2.38,84,0,0.928
1,4892,20,probe-too-short,,,,
16,92,76,retrieved,16.3.36,92,0,0.944
2,420,21,probe-too-short,,,,
1,7865,77,retrieved,1.217.5,7935,-70,0.919
1,3548,40,retrieved,1.86.15,3548,0,1.0
13,57,12,probe-too-short,,,,
13,4033,20,probe-too-short,,,,
3,12513,50,retrieved,3.181.25,12544,-31,0.915
3,8075,18,probe-too-short,,,,
3,15429,31,retrieved,3.260.25,15429,0,1.0
3,188,26,retrieved,3.3.58,188,0,1.0
13,1333,40,retrieved,13.18.37,1334,-1,1.0
15,839,41,retrieved,15.30.21,839,0,1.0
2,805,26,retrieved,2.21.8,805,0,0.87
3,16108,20,probe-too-short,,,,
3,15201,34,not-retrieved,,,,0.0
1,4448,31,retrieved,1.113.23,4447,1,1.0
3,10538,24,retrieved,3.130.3,10595,-57,1.0
1,6004,37,retrieved,1.153.43,6054,-50,1.0
3,137,53,retrieved,3.3.7,137,0,1.0
3,15989,16,probe-too-short,,,,
3,427,17,probe-too-short,,,,
3,10686,44,retrieved,3.134.36,10739,-53,0.923
14,1627,31,retrieved,14.56.3,1628,-1,0.893
3,14572,21,probe-too-short,,,,
3,114,80,retrieved,3.2.68,114,0,1.0
13,2742,49,not-retrieved,,,,0.565
1,7471,66,retrieved,1.204.12,7538,-67,1.0
1,7184,34,retrieved,1.193.11,7252,-68,1.0
13,6039,37,retrieved,13.126.35,6039,0,1.0
13,6229,57,retrieved,13.136.10,6229,0,0.796
3,16766,23,probe-too-short,,,,
3,16369,22,probe-too-short,,,,
13,7663,14,probe-too-short,,,,
1,3669,13,probe-too-short,,,,
2,802,13,probe-too-short,,,,
4,595,14,probe-too-short,,,,
4,266,19,probe-too-short,,,,
3,10648,87,retrieved,3.133.28,10701,-53,1.0
1,1664,40,retrieved,1.40.10,1633,31,1.0
3,15528,13,probe-too-short,,,,
13,835,80,not-retrieved,,,,0.539
4,43,18,probe-too-short,,,,
3,12548,26,retrieved,3.182.10,12548,0,0.87
1,8366,35,retrieved,1.230.3,8464,-98,1.0
4,215,58,retrieved,4.7.1,215,0,1.0
4,2108,18,probe-too-short,,,,
4,1665,18,probe-too-short,,,,
2,827,31,retrieved,2.21.30,827,0,0.821
4,1867,22,probe-too-short,,,,
3,15757,18,probe-too-short,,,,
1,4982,19,probe-too-short,,,,
2,1973,39,retrieved,2.56.9,1973,0,0.778
13,2796,22,probe-too-short,,,,
4,872,66,retrieved,4.25.12,872,0,0.724
3,11516,77,retrieved,3.157.66,11557,-41,1.0
13,1172,13,probe-too-short,,,,
1,3009,41,retrieved,1.74.22,3009,0,1.0
3,10054,25,retrieved,3.112.4,10091,-37,1.0
13,6645,40,retrieved,13.144.22,6645,0,1.0
3,16436,55,retrieved,3.287.28,16409,27,0.915
1,8257,37,retrieved,1.227.25,8353,-96,1.0
1,3559,41,retrieved,1.87.9,3540,19,1.0
1,8010,17,probe-too-short,,,,
13,3774,13,probe-too-short,,,,
1,4312,24,retrieved,1.107.8,4311,1,0.81
4,1564,46,retrieved,4.50.10,1564,0,0.833
13,3044,51,retrieved,13.60.1,3044,0,1.0
1,3645,14,probe-too-short,,,,
1,3650,14,probe-too-short,,,,
1,3634,43,retrieved,1.91.8,3634,0,1.0
1,5995,39,retrieved,1.153.34,6045,-50,1.0
4,1252,38,retrieved,4.38.22,1253,-1,1.0
2,2533,19,probe-too-short,,,,
4,1923,73,retrieved,4.60.1,1923,0,1.0
4,1563,20,probe-too-short,,,,
4,1299,79,retrieved,4.39.14,1298,1,1.0
3,8664,20,probe-too-short,,,,
13,4836,35,retrieved,13.101.23,4835,1,1.0
11,235,36,retrieved,11.8.43,235,0,0.879
13,2797,41,retrieved,13.53.43,2797,0,0.816
1,2206,32,retrieved,1.59.9,2206,0,1.0
1,4488,78,not-retrieved,,,,0.486
1,8340,30,retrieved,1.229.10,8437,-97,1.0
1,5410,29,retrieved,1.136.32,5451,-41,1.0
3,2906,33,retrieved,3.74.17,2906,0,1.0
14,157,25,retrieved,14.7.5,157,0,0.773
3,10668,30,retrieved,3.134.19,10722,-54,1.0
3,14745,48,retrieved,3.236.5,14745,0,0.933
3,14000,31,retrieved,3.214.1,14013,-13,0.857
14,377,78,retrieved,14.15.6,377,0,1.0
3,11381,28,retrieved,3.154.15,11424,-43,1.0
16,229,20,probe-too-short,,,,
2,2227,44,retrieved,2.67.31,2217,10,1.0
2,1743,16,probe-too-short,,,,
3,10696,34,retrieved,3.135.5,10749,-53,1.0
13,712,19,probe-too-short,,,,
1,7920,39,retrieved,1.219.15,8001,-81,1.0
3,16168,14,probe-too-short,,,,
3,14461,19,probe-too-short,,,,
3,17110,80,retrieved,3.307.13,17110,0,1.0
1,3094,27,retrieved,1.74.101,3088,6,1.0
1,5814,75,retrieved,1.147.17,5864,-50,0.889
3,14197,75,retrieved,3.221.21,14196,1,1.0
3,16351,76,not-retrieved,,,,0.5
13,2027,73,retrieved,13.31.20,2027,0,1.0
3,806,39,retrieved,3.20.30,806,0,1.0
3,13087,38,retrieved,3.190.79,13087,0,1.0
1,2400,29,retrieved,1.63.71,2403,-3,0.769
1,3348,18,probe-too-short,,,,
13,1891,40,retrieved,13.27.26,1891,0,1.0
1,6582,26,retrieved,1.172.25,6644,-62,0.87
1,2187,34,retrieved,1.58.22,2156,31,1.0
3,17110,55,retrieved,3.307.13,17110,0,0.896
1,400,32,retrieved,1.2.125,354,46,0.786
1,3347,39,retrieved,1.80.16,3347,0,1.0
13,4476,12,probe-too-short,,,,
3,1522,36,retrieved,3.38.7,1522,0,1.0
3,1787,20,probe-too-short,,,,
4,1290,22,probe-too-short,,,,
1,2930,20,probe-too-short,,,,
1,2917,17,probe-too-short,,,,
4,1290,22,probe-too-short,,,,
14,29,38,retrieved,14.2.10,29,0,1.0
1,1165,14,probe-too-short,,,,
3,11676,19,probe-too-short,,,,
2,79,39,retrieved,2.3.22,79,0,1.0
4,298,25,retrieved,4.11.2,299,-1,0.955
1,6290,29,retrieved,1.163.24,6347,-57,0.923
1,1167,19,probe-too-short,,,,
13,662,17,probe-too-short,,,,
1,1895,29,retrieved,1.47.27,1895,0,0.885
2,2067,19,probe-too-short,,,,
3,2160,13,probe-too-short,,,,
3,11718,21,probe-too-short,,,,
15,6,39,retrieved,15.1.6,6,0,1.0
1,6935,19,probe-too-short,,,,
3,12397,18,probe-too-short,,,,
1,1883,19,probe-too-short,,,,
1,8378,25,retrieved,1.230.15,8476,-98,0.909
1,7051,37,retrieved,1.188.18,7117,-66,1.0
3,11633,18,probe-too-short,,,,
3,782,37,retrieved,3.20.6,782,0,1.0
3,12328,54,retrieved,3.176.13,12328,0,1.0
3,8844,31,retrieved,3.106.20,9702,-858,0.857
3,12335,26,retrieved,3.176.20,12335,0,1.0
14,34,35,retrieved,14.2.15,34,0,0.875
3,10943,39,retrieved,3.142.44,10992,-49,0.886
3,1147,46,retrieved,3.30.31,1147,0,0.85
4,1548,18,probe-too-short,,,,
1,2755,34,retrieved,1.67.120,2756,-1,1.0
1,3958,19,probe-too-short,,,,
3,12322,30,retrieved,3.176.7,12322,0,0.963
4,65,37,retrieved,4.3.6,65,0,0.735
3,13650,67,not-retrieved,,,,0.524
3,1345,39,retrieved,3.33.82,1345,0,0.861
4,241,21,probe-too-short,,,,
2,11,32,not-retrieved,,,,0.0
2,2536,21,probe-too-short,,,,
3,10492,28,retrieved,3.128.2,10551,-59,1.0
3,1043,25,retrieved,3.28.15,1043,0,0.955
3,10742,12,probe-too-short,,,,
3,14835,39,retrieved,3.239.16,14835,0,1.0
4,1660,26,retrieved,4.54.1,1660,0,1.0
1,5680,44,retrieved,1.142.9,5729,-49,0.854
1,5141,45,retrieved,1.131.8,5140,1,0.881
3,3098,27,not-retrieved,,,,0.0
13,6248,46,retrieved,13.137.4,6248,0,1.0
3,10278,24,retrieved,3.120.20,10342,-64,1.0
3,10719,38,retrieved,3.135.28,10772,-53,1.0
3,1405,53,retrieved,3.35.30,1405,0,0.875
1,7666,20,probe-too-short,,,,
13,4573,37,retrieved,13.94.27,4573,0,1.0
3,17218,56,retrieved,3.310.41,17218,0,0.827
1,6408,59,retrieved,1.167.55,6467,-59,1.0
13,3335,40,retrieved,13.66.26,3334,1,1.0
1,778,34,retrieved,1.3.115,780,-2,0.966
13,5893,41,retrieved,13.124.14,5893,0,1.0
2,2629,32,retrieved,2.80.10,2629,0,0.893
14,1139,28,retrieved,14.42.38,1139,0,0.84
13,5044,17,probe-too-short,,,,
3,17285,22,probe-too-short,,,,
3,703,18,probe-too-short,,,,
4,1818,15,probe-too-short,,,,
2,909,29,retrieved,2.23.20,909,0,1.0
3,12142,22,probe-too-short,,,,
3,813,19,probe-too-short,,,,
3,8526,16,probe-too-short,,,,
1,1807,30,retrieved,1.44.6,1807,0,1.0
1,6512,23,probe-too-short,,,,
1,1844,41,retrieved,1.45.32,1808,36,1.0
3,10751,16,probe-too-short,,,,
1,2387,47,retrieved,1.63.57,2389,-2,0.864
3,11635,18,probe-too-short,,,,
1,6360,54,not-retrieved,,,,0.569
1,2018,21,probe-too-short,,,,
1,840,18,probe-too-short,,,,
1,5656,40,retrieved,1.141.22,5704,-48,1.0
1,4027,43,retrieved,1.100.62,4028,-1,1.0
1,832,24,retrieved,1.3.170,835,-3,0.952
13,1513,19,probe-too-short,,,,
14,1054,42,retrieved,14.38.13,1054,0,1.0
3,10044,29,retrieved,3.111.18,10075,-31,1.0
3,8881,19,probe-too-short,,,,
3,852,18,probe-too-short,,,,
14,1487,42,retrieved,14.52.10,1487,0,1.0
13,1281,36,retrieved,13.17.169,1283,-2,1.0
13,2275,39,retrieved,13.40.29,2275,0,1.0
1,1429,33,retrieved,1.30.46,1429,0,1.0
3,1150,72,retrieved,3.30.34,1150,0,0.944
3,1050,80,retrieved,3.28.22,1050,0,1.0
3,10741,37,retrieved,3.135.50,10794,-53,1.0
3,17023,14,probe-too-short,,,,
1,7670,40,retrieved,1.210.19,7738,-68,1.0
3,8698,46,retrieved,3.100.10,8698,0,0.93
1,6728,15,probe-too-short,,,,
13,7777,23,probe-too-short,,,,
3,10760,39,retrieved,3.136.9,10813,-53,0.889
1,4379,18,probe-too-short,,,,
4,2281,36,retrieved,4.70.22,2281,0,1.0
2,1594,39,retrieved,2.45.35,1597,-3,0.857
3,8224,36,retrieved,3.85.82,8224,0,1.0
1,7203,17,probe-too-short,,,,
3,10982,12,probe-too-short,,,,
1,1310,50,retrieved,1.27.7,1310,0,1.0
4,830,79,retrieved,4.24.2,830,0,1.0
1,4340,30,retrieved,1.109.4,4340,0,0.926
13,2655,81,retrieved,13.50.15,2655,0,0.948
3,848,13,probe-too-short,,,,
2,2289,48,retrieved,2.68.39,2289,0,0.933
1,1475,23,probe-too-short,,,,
4,1844,40,retrieved,4.58.21,1844,0,0.811
1,7840,28,retrieved,1.216.1,7908,-68,0.6
15,451,35,retrieved,15.16.11,452,-1,1.0
3,12306,77,retrieved,3.175.16,12338,-32,1.0
3,13596,43,retrieved,3.204.15,13596,0,0.875
1,4115,23,probe-too-short,,,,
3,14899,79,not-retrieved,,,,0.548
4,87,35,retrieved,4.4.5,87,0,0.781
3,797,24,retrieved,3.20.21,797,0,0.81
3,8328,18,probe-too-short,,,,
3,11886,12,probe-too-short,,,,
3,17289,40,retrieved,3.313.2,17287,2,0.892
3,458,22,probe-too-short,,,,
4,1369,20,probe-too-short,,,,
4,585,40,retrieved,4.19.29,585,0,1.0
3,10066,21,probe-too-short,,,,
3,842,21,probe-too-short,,,,
3,14767,27,retrieved,3.236.27,14767,0,0.875
3,730,51,retrieved,3.18.14,730,0,0.957
4,1677,15,probe-too-short,,,,
14,884,56,retrieved,14.31.11,883,1,1.0
1,7087,21,probe-too-short,,,,
4,298,34,retrieved,4.11.2,299,-1,0.839
1,7675,23,probe-too-short,,,,
13,6232,20,probe-too-short,,,,
3,13025,44,retrieved,3.190.17,13025,0,0.725
13,2612,16,probe-too-short,,,,
13,3122,14,probe-too-short,,,,
2,904,19,probe-too-short,,,,
2,1113,18,probe-too-short,,,,
14,1926,12,probe-too-short,,,,
13,6062,81,retrieved,13.127.8,6062,0,0.961
3,16039,21,probe-too-short,,,,
3,15297,37,retrieved,3.255.25,15296,1,1.0
1,7170,18,probe-too-short,,,,
2,1052,42,retrieved,2.28.15,1052,0,0.897
3,16138,28,retrieved,3.280.46,16137,1,0.6
4,1197,23,probe-too-short,,,,
2,1200,37,retrieved,2.32.18,1200,0,0.824
18,50,21,probe-too-short,,,,
3,336,39,retrieved,3.9.14,337,-1,1.0
4,272,40,retrieved,4.9.29,272,0,1.0
1,1561,15,probe-too-short,,,,
13,542,36,retrieved,13.12.15,542,0,0.939
1,6662,12,probe-too-short,,,,
3,11589,38,retrieved,3.158.66,11589,0,1.0
13,886,25,retrieved,13.14.293,884,2,0.727
2,2530,13,probe-too-short,,,,
4,1816,30,retrieved,4.57.37,1816,0,0.741
3,17212,42,retrieved,3.310.35,17212,0,0.842
3,13294,29,retrieved,3.197.22,13294,0,1.0
13,2906,80,retrieved,13.56.3,2906,0,0.96
1,6810,60,retrieved,1.178.19,6873,-63,0.667
1,4408,27,retrieved,1.111.28,4408,0,1.0
13,5027,17,probe-too-short,,,,
3,13581,23,probe-too-short,,,,
1,1181,23,probe-too-short,,,,
13,2490,35,retrieved,13.46.7,2490,0,0.968
3,11714,36,retrieved,3.160.53,11713,1,1.0
3,14443,35,retrieved,3.229.42,14443,0,0.844
3,8846,25,not-retrieved,,,,0.5
3,11383,53,retrieved,3.154.16,11425,-42,0.854
3,17214,19,probe-too-short,,,,
13,1662,73,retrieved,13.23.90,1661,1,1.0
1,5593,78,retrieved,1.140.52,5641,-48,0.905
14,2683,26,retrieved,14.89.40,2683,0,0.739
3,10692,38,retrieved,3.135.1,10745,-53,1.0
3,8102,20,probe-too-short,,,,
3,10382,27,retrieved,3.124.12,10443,-61,0.708
1,2219,41,retrieved,1.60.12,2188,31,1.0
13,583,81,retrieved,13.13.2,583,0,0.939
2,165,59,retrieved,2.5.32,166,-1,1.0
2,1098,14,probe-too-short,,,,
1,6001,86,retrieved,1.153.40,6051,-50,1.0
2,2227,44,retrieved,2.67.31,2217,10,1.0
1,5992,50,retrieved,1.153.30,6041,-49,1.0
3,15428,37,retrieved,3.260.24,15428,0,1.0
1,6289,38,retrieved,1.163.23,6346,-57,1.0
4,20,26,retrieved,4.1.21,20,0,0.826
3,66,42,not-retrieved,,,,0.0
3,2307,19,probe-too-short,,,,
3,1272,36,retrieved,3.33.9,1272,0,0.9
13,5687,17,probe-too-short,,,,
13,7281,42,retrieved,13.155.17,7281,0,1.0
3,10615,46,retrieved,3.132.18,10668,-53,1.0
1,6330,37,retrieved,1.166.3,6387,-57,1.0
3,290,51,retrieved,3.7.4,290,0,1.0
13,2699,19,probe-too-short,,,,
4,1909,21,probe-too-short,,,,
13,2186,38,retrieved,13.37.3,2186,0,1.0
1,6205,80,retrieved,1.160.1,6261,-56,1.0
1,5104,39,retrieved,1.130.36,5103,1,0.889
2,1361,62,retrieved,2.37.24,1361,0,1.0
3,15064,24,retrieved,3.248.12,15065,-1,1.0
3,2358,34,retrieved,3.62.26,2358,0,0.871
2,207,82,retrieved,2.5.73,207,0,0.785
13,1642,79,retrieved,13.23.70,1641,1,0.94
3,8670,31,retrieved,3.99.53,8669,1,0.893
1,7109,19,probe-too-short,,,,
1,6805,42,retrieved,1.153.44,6055,750,0.765
3,323,29,retrieved,3.9.1,324,-1,1.0
2,2291,16,probe-too-short,,,,
1,6348,42,retrieved,1.166.21,6405,-57,1.0
2,2290,81,retrieved,2.68.40,2290,0,1.0
18,9,31,retrieved,18.1.9,9,0,0.964
3,10494,32,not-retrieved,,,,0.571
1,7650,28,retrieved,1.209.32,7718,-68,1.0
1,7869,35,retrieved,1.217.9,7939,-70,0.875
2,1810,20,probe-too-short,,,,
4,1635,22,probe-too-short,,,,
1,3613,52,retrieved,1.90.14,3613,0,0.878
3,2996,31,retrieved,3.76.41,2996,0,0.964
1,3067,17,probe-too-short,,,,
3,16763,58,retrieved,3.297.17,16764,-1,0.945
2,2227,31,retrieved,2.67.31,2217,10,1.0
13,2102,82,retrieved,13.33.20,2102,0,0.944
3,1940,22,probe-too-short,,,,
1,7111,41,retrieved,1.190.27,7178,-67,1.0
3,80,35,retrieved,3.2.34,80,0,1.0
17,104,91,retrieved,17.3.33,105,-1,0.841
3,12787,38,retrieved,3.187.42,12784,3,1.0
1,5413,20,probe-too-short,,,,
13,1776,30,retrieved,13.26.18,1776,0,1.0
1,7197,28,retrieved,1.193.24,7265,-68,0.64
3,11956,19,probe-too-short,,,,
3,11107,26,retrieved,3.146.38,11154,-47,1.0
13,51,38,retrieved,13.1.51,51,0,1.0
