siglum	count	class	match_type	dcs_title	display_title
SiddhāSt.	1	primary	residue		
SundŚa.	1	primary	residue		
MaṇḍBṛU.	1	primary	residue		
MaṭhāU.	1	primary	residue		
TattvaPradī.	1	primary	residue		
MaṇḍaBṛU.	1	primary	residue		
Śuddhi.	1	primary	residue		
TrlṣaŚaPuC.	1	primary	residue		
Astrolo.	1	primary	residue		
NārāS.	1	primary	residue		
ŚaṅkaVī.	1	primary	residue		
ŚātŚlo.	1	primary	residue		
KumāCāSaṃ.	1	primary	residue		
Ga.	1	primary	residue		
VasaVikā.	1	primary	residue		
LakṣmīL.	1	primary	residue		
SidhāSāU.	1	primary	residue		
DeśāvaC.	1	primary	residue		
Nityo.	1	primary	residue		
ŚilapaRa.	1	primary	residue		
GaṅgāLa.	1	primary	residue		
CaitCan.	1	primary	residue		
BṛDharP.	1	primary	residue		
GaṇiSāSāṃ.	1	primary	residue		
JīvānVi.	1	primary	residue		
PratyābhiHṛ.	1	primary	residue		
KaṇḍaCū.	1	primary	residue		
SahiDa.	1	primary	residue		
Gaṅgā.	1	primary	residue		
SaduktlKa.	1	primary	residue		
Pañca.	1	primary	residue		
SevyāSev.	1	primary	residue		
KaṭhUBh.	1	primary	residue		
Colophon.	1	primary	residue		
TāttvSaṃ.	1	primary	residue		
VṛHārSm.	1	primary	residue		
ViśvPra.	1	primary	residue		
BhārPraNi.	1	primary	residue		
GaṇP.	1	primary	residue		
Ṛsi.	1	primary	residue		
VidyāTāU.	1	primary	residue		
UttaraRā.	1	primary	residue		
ŚabdaRasaK.	1	primary	residue		
ŚesaNā.	1	primary	residue		
SaḍrasaNi.	1	primary	residue		
BhaṭṭCin.	1	primary	residue		
ĀṭmaTaVi.	1	primary	residue		
BṛĀrU.	1	primary	residue		
YanunāA.	1	primary	residue		
JaineVya.	1	primary	residue		
AbhidbSa.	1	primary	residue		
VaitŚS.	1	primary	residue		
KausīGS.	1	primary	residue		
ŚīvaP.	1	primary	residue		
EL.	1	primary	residue		
TaīS.	1	primary	residue		
Suśru.	1	primary	residue		
AṣṭHṛ.	1	primary	residue		
JyotiṣNi.	1	primary	residue		
ĀrṣBr.	1	primary	residue		
JātaP.	1	primary	residue		
Virāj.	1	primary	residue		
Tantrābhī.	1	primary	residue		
NānārthāŚaṃ.	1	primary	residue		
AnekaSaṃ.	1	primary	residue		
AbidhāCin.	1	primary	residue		
ŚisuVa.	1	primary	residue		
Aṣṭāsaṃ.	1	primary	residue		
MaháBhā.	1	primary	residue		
PārāyU.	1	primary	residue		
VPari.	1	primary	residue		
Kullūka.	1	primary	residue		
ĀcamU.	1	primary	residue		
ViśrU.	1	primary	residue		
VisvaLoK.	1	primary	residue		
SuśuS.	1	primary	residue		
CarSa.	1	primary	residue		
CuruCandr.	1	primary	residue		
ŚabdaRaŚaK.	1	primary	residue		
ĀpaŚŚ.	1	primary	residue		
Manvarthacandrikā.	1	primary	residue		
ParamāNā.	1	primary	residue		
VaṛāP.	1	primary	residue		
DvyāśṛaKā.	1	primary	residue		
DevīBhā.	1	primary	residue		
GobhilSm.	1	primary	residue		
KāvyāDa.	1	primary	residue		
ŚaṅkVi.	1	primary	residue		
Agnihotṛ.	1	primary	residue		
Kalyākā.	1	primary	residue		
VaikhŚS.	1	primary	residue		
MaṅkhaK.	1	primary	residue		
BhāPraNi.	1	primary	residue		
ŚābaBhā.	1	primary	residue		
ŚabhāŚ.	1	primary	residue		
ĀśvāŚS.	1	primary	residue		
PrakaPañc.	1	primary	residue		
RasaPraSu.	1	primary	residue		
GheraṇḍaS.	1	primary	residue		
Jātapā.	1	primary	residue		
VaikāhŚS.	1	primary	residue		
MatstaP.	1	primary	residue		
KausiGS.	1	primary	residue		
LalitāsaBh.	1	primary	residue		
VedāntpāSau.	1	primary	residue		
VādhulaŚS.	1	primary	residue		
Vaikhā.	1	primary	residue		
Nīr.	1	primary	residue		
AdvaiS.	1	primary	residue		
ŚārṅgS.	1	primary	residue		
UpaPara.	1	primary	residue		
BhaudhŚS.	1	primary	residue		
TāptaṬ.	1	primary	residue		
Lakṣmī.	1	primary	residue		
BhāṭṭṭCan.	1	primary	residue		
Dīpka.	1	primary	residue		
BhārŚŚ.	1	primary	residue		
AbhiDa.	1	primary	residue		
AuciViC.	1	primary	residue		
SūryaS.	1	primary	residue		
NānārāthaMa.	1	primary	residue		
ŚlokVār.	1	primary	residue		
SubhadrāDha.	1	primary	residue		
JayaMaṅ.	1	primary	residue		
GopālaKeli.	1	primary	residue		
HaṃsaDū.	1	primary	residue		
CampaŚreK.	1	primary	residue		
Mathe.	1	primary	residue		
Śeśavā.	1	primary	residue		
AbhisAlaṅ.	1	primary	residue		
VājS.	1	primary	residue		
AṅkāTi.	1	primary	residue		
Ballā.	1	primary	residue		
AdvaitSi.	1	primary	residue		
ŚāntiVi.	1	primary	residue		
SidhāMu.	1	primary	residue		
SidhāTaVi.	1	primary	residue		
KapKaṭhS.	1	primary	residue		
Mahidhara.	1	primary	residue		
BījaGa.	1	primary	residue		
PañcaBr.	1	primary	residue		
ŚaṅkhaSam.	1	primary	residue		
RaguVa.	1	primary	residue		
POKO.	1	primary	residue		
KauṣāBrU.	1	primary	residue		
RasaGaṃ.	1	primary	residue		
ParamāNāMā.	1	primary	residue		
UjjvNīMa.	1	primary	residue		
ĀryaBha.	1	primary	residue		
ŚāstāSm.	1	primary	residue		
MahāNirvāT.	1	primary	residue		
Yātrā.	1	primary	residue		
ŚvetāśvU.	1	primary	residue		
PraKriKau.	1	primary	residue		
AneKāSaṃ.	1	primary	residue		
MandāMañ.	1	primary	residue		
SaṅkalpaSū.	1	primary	residue		
Skanda.	1	primary	residue		
Vivādacintāmaṇī.	1	primary	residue		
SūktīRa.	1	primary	residue		
NāṭakaCan.	1	primary	residue		
PurāPraŚaṃ.	1	primary	residue		
Dru.	1	primary	residue		
PānṣḍaC.	1	primary	residue		
Subhā.	1	primary	residue		
AhinbuS.	1	primary	residue		
BSOAS.	1	primary	residue		
DhāCin.	1	primary	residue		
TrīkāŚe.	1	primary	residue		
BhāvaCan.	1	primary	residue		
ĪśārŚiPa.	1	primary	residue		
CāṇaNiDa.	1	primary	residue		
MātaLā.	1	primary	residue		
MunāKau.	1	primary	residue		
ŚakraNī.	1	primary	residue		
TripuMāPuSt.	1	primary	residue		
Lila.	1	primary	residue		
SamadraMa.	1	primary	residue		
VikramāDeC.	1	primary	residue		
LahtāSaBh.	1	primary	residue		
ParaśaKS.	1	primary	residue		
DarpiDa.	1	primary	residue		
TripuTaU.	1	primary	residue		
BhartrNi.	1	primary	residue		
DaśaPādī.	1	primary	residue		
Imper.	1	primary	residue		
AbhidhāRaMa.	1	primary	residue		
NīitVā.	1	primary	residue		
Bhāsva.	1	primary	residue		
KaraṇaKau.	1	primary	residue		
Perinaeum.	1	primary	residue		
DaśaŚlo.	1	primary	residue		
MāmāNyāPra.	1	primary	residue		
TriUBr.	1	primary	residue		
ŚiṃhāDvā.	1	primary	residue		
AlaṅkaRa.	1	primary	residue		
LalitāŚBh.	1	primary	residue		
BhāṭṭDīi.	1	primary	residue		
BalāKrī.	1	primary	residue		
BālāKrī.	1	primary	residue		
Apārā.	1	primary	residue		
MiāmāKau.	1	primary	residue		
SaruP.	1	primary	residue		
As.	1	primary	residue		
AnaṅgaRā.	1	primary	residue		
AbhidK.	1	primary	residue		
DaśaKuC.	1	primary	residue		
TārkiRā.	1	primary	residue		
BrahmāVaiP.	1	primary	residue		
SlokaVār.	1	primary	residue		
TattvārthaBh.	1	primary	residue		
SubhāRa.	1	primary	residue		
AnciViCa.	1	primary	residue		
NyāyRāMā.	1	primary	residue		
Kāvyānū.	1	primary	residue		
TantrŚā.	1	primary	residue		
MāliC.	1	primary	residue		
BharataKośa.	1	primary	residue		
SiddhYa.	1	primary	residue		
PavaDu.	1	primary	residue		
AlāṅkāSa.	1	primary	residue		
SaṃgiRā.	1	primary	residue		
CaṇḍīŚi.	1	primary	residue		
UdaySaSāg.	1	primary	residue		
LaliVā.	1	primary	residue		
ViśvaLo.	1	primary	residue		
AṣtāHṛ.	1	primary	residue		
MayaūMāli.	1	primary	residue		
NyāyS.	1	primary	residue		
NaṭyaŚa.	1	primary	residue		
RamāCam.	1	primary	residue		
Yakṣa.	1	primary	residue		
NyāyRaMāl.	1	primary	residue		
NanārthMañ.	1	primary	residue		
Jyotiṣa.	1	primary	residue		
BrahmāṇṭP.	1	primary	residue		
MaṭhVṛ.	1	primary	residue		
ĪśānŚiPā.	1	primary	residue		
NSEd.	1	primary	residue		
Trikāśe.	1	primary	residue		
KumāCaSām.	1	primary	residue		
Pāncā.	1	primary	residue		
ŚilpaRā.	1	primary	residue		
AvantiKā.	1	primary	residue		
GaṇRā.	1	primary	residue		
ĪṣāŚiPa.	1	primary	residue		
Yaśas.	1	primary	residue		
ŚvapuVā.	1	primary	residue		
Śīlāṅka.	1	primary	residue		
Atharvaprāyaścitta.	1	primary	residue		
Pl.	1	structural			
AirBr.	1	primary	residue		
NyāS.	1	primary	residue		
PrakāPañ.	1	primary	residue		
ChitraPaC.	1	primary	residue		
Tattvo.	1	primary	residue		
ĀgamPrā.	1	primary	residue		
Pradīiv.	1	primary	residue		
RatnaCūK.	1	primary	residue		
RājaT.	1	primary	residue		
YuktiKā.	1	primary	residue		
JaimiSū.	1	primary	residue		
Nṛṭyā.	1	primary	residue		
Bhāṣya.	1	primary	residue		
ŚrntaPra.	1	primary	residue		
AvāntiKa.	1	primary	residue		
Gaṇa.	1	primary	residue		
LaghvāśvSm.	1	primary	residue		
KālīVi.	1	primary	residue		
SivaP.	1	primary	residue		
AbninBhā.	1	primary	residue		
ŚetuBa.	1	primary	residue		
BhāvPr.	1	primary	residue		
JṅānBiPra.	1	primary	residue		
KapiKS.	1	primary	residue		
AnaṅgRa.	1	primary	residue		
VarṇaMāSt.	1	primary	residue		
Prāṇābha.	1	primary	residue		
VajrapañU.	1	primary	residue		
DhātuVr.	1	primary	residue		
Liṅga.	1	primary	residue		
Vitarā.	1	primary	residue		
MīnāSt.	1	primary	residue		
RasaCin.	1	primary	residue		
ĀdhiP.	1	primary	residue		
SidddhāTaVi.	1	primary	residue		
EkiSt.	1	primary	residue		
ŚāPuC.	1	primary	residue		
Mūkapañ.	1	primary	residue		
KāvyKaVr.	1	primary	residue		
CandaśCū.	1	primary	residue		
NayāyVi.	1	primary	residue		
BṛKathāMaṅ.	1	primary	residue		
SaṅkaDigVi.	1	primary	residue		
BhiksāKā.	1	primary	residue		
UpasK.	1	primary	residue		
BahāvPra.	1	primary	residue		
NīdāSū.	1	primary	residue		
CāndryVyā.	1	primary	residue		
Triṃśī.	1	primary	residue		
AbhindhKoBh.	1	primary	residue		
VijñaMāSi.	1	primary	residue		
Tra.	1	primary	residue		
LaṅkāvaSū.	1	primary	residue		
ŚarvaMaSaṃ.	1	primary	residue		
VedāŚaṃ.	1	primary	residue		
Kāvyātaṅ.	1	primary	residue		
LaVisṇuSm.	1	primary	residue		
Inscr.	1	primary	residue		
Triṃśsi.	1	primary	residue		
KīirtiKau.	1	primary	residue		
AṣṭtāSaṃ.	1	primary	residue		
DṛṣtāKaŚ.	1	primary	residue		
KumāPrasPra.	1	primary	residue		
SmiṛtiCan.	1	primary	residue		
Böht.	1	primary	residue		
BrāhmāṇḍP.	1	primary	residue		
ŚamarāSaṃ.	1	primary	residue		
KicaVa.	1	primary	residue		
SaṃkhyāṬ.	1	primary	residue		
SaḍuktiKa.	1	primary	residue		
TarkŚaṃ.	1	primary	residue		
SarvaMaŚaṃ.	1	primary	residue		
AṇuVyā.	1	primary	residue		
JnātāDhaṬ.	1	primary	residue		
ParayāRaMā.	1	primary	residue		
AbhiCin.	1	primary	residue		
PāSt.	1	primary	residue		
TaitS.	1	primary	residue		
ŚiBhuSt.	1	primary	residue		
ŚabhāRa.	1	primary	residue		
Bhāvanā.	1	primary	residue		
SarvaVeSaṃ.	1	primary	residue		
VasantViKā.	1	primary	residue		
AcyutaA.	1	primary	residue		
SubhāṣiRaK.	1	primary	residue		
Amarakośa.	1	primary	residue		
Hem.	1	primary	residue		
BahāgP.	1	primary	residue		
Nyāyvār.	1	primary	residue		
Pūrvā.	1	primary	residue		
TogYā.	1	primary	residue		
Vasis.	1	primary	residue		
Gitālaṅ.	1	primary	residue		
YaśsCam.	1	primary	residue		
ViṣṇDhaP.	1	primary	residue		
MugdaBo.	1	primary	residue		
Śay.	1	primary	residue		
Abhidhāmañ.	1	primary	residue		
MīlaP.	1	primary	residue		
YaśawCam.	1	primary	residue		
BhāṣāVr.	1	primary	residue		
GanRa.	1	primary	residue		
Kāśivṛ.	1	primary	residue		
Yogyā.	1	primary	residue		
KātanVr.	1	primary	residue		
JaineVvā.	1	primary	residue		
IIIA.	1	primary	residue		
ĪśānŚipa.	1	primary	residue		
Nāras.	1	primary	residue		
ŚābaGh.	1	primary	residue		
ṢaḍraSaNi.	1	primary	residue		
JināŚ.	1	primary	residue		
ĀyāSaŚa.	1	primary	residue		
Di.	1	primary	residue		
GarṣaC.	1	primary	residue		
YaśaasCam.	1	primary	residue		
YatindraDi.	1	primary	residue		
TarkBahā.	1	primary	residue		
Svayaṃguptā.	1	primary	residue		
SaurB.	1	primary	residue		
ŚvopVṛ.	1	primary	residue		
PṛamāVāSvopVṛ.	1	primary	residue		
Ajanayoni.	1	primary	residue		
SarvaDaŚaṃ.	1	primary	residue		
VaiyāBhgū.	1	primary	residue		
Vaijā.	1	primary	residue		
Gaṇ.	1	primary	residue		
ŚilpaR.	1	primary	residue		
Sarvānu.	1	primary	residue		
ŚaktiSaṃ.	1	primary	residue		
Mt.	1	primary	residue		
TaīĀ.	1	primary	residue		
Paryā.	1	primary	residue		
ŚātrDī.	1	primary	residue		
PrāṇḍaC.	1	primary	residue		
VaiyaBhū.	1	primary	residue		
MālliC.	1	primary	residue		
RāśiNi.	1	primary	residue		
Hastyāyūr.	1	primary	residue		
BṛUBh.	1	primary	residue		
Paṇ.	1	primary	residue		
Trayi.	1	primary	residue		
Hemac.	1	primary	residue		
VedantDī.	1	primary	residue		
KālkiP.	1	primary	residue		
Kāvyād.	1	primary	residue		
TriṣŚaPuCa.	1	primary	residue		
Ś.	1	structural			
UttārāC.	1	primary	residue		
ŚāśvaK.	1	primary	residue		
DasKuC.	1	primary	residue		
BrKathāK.	1	primary	residue		
VṛddhaGauSm.	1	primary	residue		
DhātuKa.	1	primary	residue		
PrabaC.	1	primary	residue		
Bhādrapadā.	1	primary	residue		
KālpaK.	1	primary	residue		
NakṣaNi.	1	primary	residue		
Bhoja.	1	primary	residue		
Suvṛti.	1	primary	residue		
RaMāli.	1	primary	residue		
VyāyKuA.	1	primary	residue		
VedānatPāSau.	1	primary	residue		
RrahmSūBh.	1	primary	residue		
DurgaSiṃha.	1	primary	residue		
AvadhūŪ.	1	primary	residue		
ŚṛṅgāraL.	1	primary	residue		
LaCaudr.	1	primary	residue		
AdbyāRā.	1	primary	residue		
TarkSam.	1	primary	residue		
SaṃkhyaKāBh.	1	primary	residue		
SarvaVeSāSam.	1	primary	residue		
TattvSam.	1	primary	residue		
BrahmāṛḍP.	1	primary	residue		
PariPa.	1	primary	residue		
BṛhaSm.	1	primary	residue		
VedāndtKau.	1	primary	residue		
BrāhmSpuSi.	1	primary	residue		
AdhvāRā.	1	primary	residue		
PāṇŚi.	1	primary	residue		
NyāyāKu.	1	primary	residue		
SvātmaPra.	1	primary	residue		
ĀpaSS.	1	primary	residue		
BaudhāPiMe.	1	primary	residue		
JainŚ.	1	primary	residue		
PuṣpBaVi.	1	primary	residue		
SiddhāĀSt.	1	primary	residue		
PoK.	1	primary	residue		
SPP.	1	primary	residue		
JayaMañ.	1	primary	residue		
VīrāBhā.	1	primary	residue		
NaṭyaŚā.	1	primary	residue		
Bhatti.	1	primary	residue		
MūlaMādhyaKā.	1	primary	residue		
Cāru.	1	primary	residue		
Svapna.	1	primary	residue		
KulacūT.	1	primary	residue		
BṛBrabmaS.	1	primary	residue		
RāsiJī.	1	primary	residue		
BālāmBha.	1	primary	residue		
AneKāSa.	1	primary	residue		
MedīK.	1	primary	residue		
YaśasCām.	1	primary	residue		
AupaṬ.	1	primary	residue		
Gal.	1	primary	residue		
Hītopa.	1	primary	residue		
ParaśuKaSū.	1	primary	residue		
Kadrū.	1	primary	residue		
NālaCam.	1	primary	residue		
VarāṅgaCa.	1	primary	residue		
MayñMāli.	1	primary	residue		
AṣtāSam.	1	primary	residue		
VāraGS.	1	primary	residue		
KātySS.	1	primary	residue		
LaghuJā.	1	primary	residue		
NātyaSā.	1	primary	residue		
ŚukaS.	1	primary	residue		
KhilaSūkta.	1	primary	residue		
KalikiP.	1	primary	residue		
NānāthaMa.	1	primary	residue		
Brāhmaṇa.	1	primary	residue		
YII.	1	primary	residue		
ĀrṣeBṛ.	1	primary	residue		
RāghPāṇḍ.	1	primary	residue		
NyayKa.	1	primary	residue		
DhūrtViSaṃ.	1	primary	residue		
CandraVyā.	1	primary	residue		
PaṇiTaVāNaMā.	1	primary	residue		
Kanthā.	1	primary	residue		
Dvirū.	1	primary	residue		
ParaNāMā.	1	primary	residue		
SaraKāṇṭhā.	1	primary	residue		
Sāmatantra.	1	primary	residue		
ŚābdaRaSaK.	1	primary	residue		
Ḍhauṇḍhā.	1	primary	residue		
LalitāŚaBh.	1	primary	residue		
KumaPraPra.	1	primary	residue		
PāuṣkS.	1	primary	residue		
AbhindhāCin.	1	primary	residue		
Ṣoḍa.	1	primary	residue		
MṛgenraT.	1	primary	residue		
SāṃkhyāPraSū.	1	primary	residue		
ŚvetaUBh.	1	primary	residue		
NalCam.	1	primary	residue		
LalitāSaBhā.	1	primary	residue		
ParamāU.	1	primary	residue		
ŚaṃkhyaKāBh.	1	primary	residue		
SūrySī.	1	primary	residue		
AhirbuSaṃ.	1	primary	residue		
SāṃviSi.	1	primary	residue		
ParaTri.	1	primary	residue		
MālinīViT.	1	primary	residue		
SiddhāMa.	1	primary	residue		
KāmaKaVi.	1	primary	residue		
YogVa.	1	primary	residue		
BrahmSūBṅ.	1	primary	residue		
ŚaṅkDigVi.	1	primary	residue		
AbhidhānaRājendra.	1	primary	residue		
LalitaSaBh.	1	primary	residue		
PratyahhiVi.	1	primary	residue		
Ānand.	1	primary	residue		
ṢaḍDarSa.	1	primary	residue		
LaCandra.	1	primary	residue		
NyāyBhā.	1	primary	residue		
Dist.	1	primary	residue		
ManuS.	1	primary	residue		
AvantiSuKa.	1	primary	residue		
SarvaVeSiSaṃ.	1	primary	residue		
Rasārṇa.	1	primary	residue		
BhāsK.	1	primary	residue		
E.	1	structural			
ChandoU.	1	primary	residue		
AlāṅkāCin.	1	primary	residue		
KumāCaŚaṃ.	1	primary	residue		
Part.	1	primary	residue		
SaraKAṇṭhā.	1	primary	residue		
KumaDeC.	1	primary	residue		
PārvPari.	1	primary	residue		
ParāPraSaṃ.	1	primary	residue		
Jīvām.	1	primary	residue		
Ṭupṭ.	1	primary	residue		
VāsvopVṛ.	1	primary	residue		
TriṣaŚāPuC.	1	primary	residue		
MīmāŚū.	1	primary	residue		
Madhva.	1	primary	residue		
SaṃviSī.	1	primary	residue		
Neg.	1	primary	residue		
SāhDa.	1	primary	residue		
SidhhāLeSaṃ.	1	primary	residue		
VidMā.	1	primary	residue		
ŚuvṛTi.	1	primary	residue		
KavyPra.	1	primary	residue		
DāyaBhāga.	1	primary	residue		
CārucaŚ.	1	primary	residue		
ĀnundRa.	1	primary	residue		
ChaukhambaSS.	1	primary	residue		
PārvP.	1	primary	residue		
KathāSasāg.	1	primary	residue		
ŚataŚlo.	1	primary	residue		
SuvṛttaTi.	1	primary	residue		
ĀruU.	1	primary	residue		
YogaBh.	1	primary	residue		
TattvaCin.	1	primary	residue		
RatnaCū.	1	primary	residue		
CandrVṛ.	1	primary	residue		
Varāṅgac.	1	primary	residue		
MadaPaNi.	1	primary	residue		
VīraMI.	1	primary	residue		
DvyāśrKā.	1	primary	residue		
BRUGMANN.	1	primary	residue		
ŚaraKaṇṭhā.	1	primary	residue		
CāṇakyaNī.	1	primary	residue		
ŚusruS.	1	primary	residue		
KcCan.	1	primary	residue		
VayuP.	1	primary	residue		
AbdhuDa.	1	primary	residue		
Rugvi.	1	primary	residue		
ĀryāŚaŚ.	1	primary	residue		
KathāŚaSāg.	1	primary	residue		
MahāvīCa.	1	primary	residue		
CO.	1	primary	residue		
SuktiRa.	1	primary	residue		
SnṛtiCan.	1	primary	residue		
LaŚrabdeŚe.	1	primary	residue		
NāṭyaŚa.	1	primary	residue		
NāṭyaŚāā.	1	primary	residue		
Yau.	1	primary	residue		
BājC.	1	primary	residue		
AngaraghRā.	1	primary	residue		
TautrRā.	1	primary	residue		
ŚāraTī.	1	primary	residue		
JaineVyai.	1	primary	residue		
MaṭsyaP.	1	primary	residue		
ŚāṣtraDī.	1	primary	residue		
CaturJiSt.	1	primary	residue		
DaśvaC.	1	primary	residue		
VisṇuSm.	1	primary	residue		
BāudhŚŚ.	1	primary	residue		
CaṇḍḍīŚ.	1	primary	residue		
PāravPa.	1	primary	residue		
ŚivKePāSt.	1	primary	residue		
BṛParāSam.	1	primary	residue		
TriṣaŚPuC.	1	primary	residue		
KośraKaTa.	1	primary	residue		
Pañct.	1	primary	residue		
Pāñcā.	1	primary	residue		
DevīCatūSt.	1	primary	residue		
ŚriṅgāSar.	1	primary	residue		
KāvyKaVṛVr.	1	primary	residue		
Syādvāmañ.	1	primary	residue		
ŚivDṚ.	1	primary	residue		
RasGāṅ.	1	primary	residue		
KṛViKā.	1	primary	residue		
Manaso.	1	primary	residue		
Suhhāṣi.	1	primary	residue		
DevīCatuSta.	1	primary	residue		
Śubodhi.	1	primary	residue		
Bhāgp.	1	primary	residue		
TāiĀ.	1	primary	residue		
Kūrdmap.	1	primary	residue		
MārP.	1	primary	residue		
Rasmañ.	1	primary	residue		
CaitanCa.	1	primary	residue		
Abhidhācin.	1	primary	residue		
JātMā.	1	primary	residue		
ParāSam.	1	primary	residue		
PadārthaSame.	1	primary	residue		
PāṇṭaC.	1	primary	residue		
VirāMi.	1	primary	residue		
VedāPañ.	1	primary	residue		
Rāmāmañ.	1	primary	residue		
TaīBr.	1	primary	residue		
Chandaḥśekhara.	1	primary	residue		
UmaRā.	1	primary	residue		
Lajāta.	1	primary	residue		
Gītgo.	1	primary	residue		
ŚrṅgāSar.	1	primary	residue		
Vṛṣabhānujā.	1	primary	residue		
Rājaniti.	1	primary	residue		
UttaKUC.	1	primary	residue		
SarvnDaSaṃ.	1	primary	residue		
Mānass.	1	primary	residue		
AdbhuŚāg.	1	primary	residue		
Śabdakaustubha.	1	primary	residue		
ArthSame.	1	primary	residue		
ṬuPṬ.	1	primary	residue		
NyāMañ.	1	primary	residue		
ŚiddhāMu.	1	primary	residue		
Bālakri.	1	primary	residue		
JaiBr.	1	primary	residue		
BāyuP.	1	primary	residue		
GopāKe.	1	primary	residue		
NṛsiṃhoUTāU.	1	primary	residue		
ŚubhāRaSaṃ.	1	primary	residue		
BhojauKu.	1	primary	residue		
Saṃkṣeśā.	1	primary	residue		
BhāvS.	1	primary	residue		
LaksmīL.	1	primary	residue		
ĀnandPa.	1	primary	residue		
SubhāTaK.	1	primary	residue		
Deva.	1	primary	residue		
LaŚabdoŚe.	1	primary	residue		
CaṇḍīS.	1	primary	residue		
MaynMāli.	1	primary	residue		
BrBrahmaS.	1	primary	residue		
Hastyā.	1	primary	residue		
BhojaKu.	1	primary	residue		
DaśsKuC.	1	primary	residue		
ĀgniGS.	1	primary	residue		
AṣṭāSāṃ.	1	primary	residue		
NīlVi.	1	primary	residue		
AīraUBh.	1	primary	residue		
ĀguiveGS.	1	primary	residue		
LaghvāśvāSm.	1	primary	residue		
Mahārthamāñjarī.	1	primary	residue		
SamndraMa.	1	primary	residue		
TarkSām.	1	primary	residue		
CatuṛCin.	1	primary	residue		
PramāL.	1	primary	residue		
Tattvprakā.	1	primary	residue		
Nānārtha.	1	primary	residue		
SkandPd.	1	primary	residue		
Dośopa.	1	primary	residue		
RauhiṇeC.	1	primary	residue		
RāghPāñ.	1	primary	residue		
VasiṢ.	1	primary	residue		
RasRaS.	1	primary	residue		
ParyāŚa.	1	primary	residue		
BālaKṛī.	1	primary	residue		
AupSūṬ.	1	primary	residue		
DeVīBhāP.	1	primary	residue		
GopāKeGan.	1	primary	residue		
GORRESIO.	1	primary	residue		
Nalābhyū.	1	primary	residue		
ĀnandR.	1	primary	residue		
BhātṛNi.	1	primary	residue		
SCHMIDT.	1	primary	residue		
ŚisáuVa.	1	primary	residue		
Hastyāyrur.	1	primary	residue		
PrabadCin.	1	primary	residue		
Rit.	1	primary	residue		
ĀśCaCū.	1	primary	residue		
KhadgaŚ.	1	primary	residue		
VṛGautaSam.	1	primary	residue		
YudhiVī.	1	primary	residue		
TīrthaK.	1	primary	residue		
Bhāraṭ.	1	primary	residue		
KalyāKāl.	1	primary	residue		
KośasKaTa.	1	primary	residue		
Dīvyāva.	1	primary	residue		
SthañṬ.	1	primary	residue		
ĪśāanŚiPā.	1	primary	residue		
Appx.	1	primary	residue		
VāsaD.	1	primary	residue		
Rāsnā.	1	primary	residue		
NṛSiṃPūTāU.	1	primary	residue		
VaradolāU.	1	primary	residue		
LākṣāBha.	1	primary	residue		
Sūryaprajñapti.	1	primary	residue		
TriṣṭhaSe.	1	primary	residue		
TattvCīn.	1	primary	residue		
YV.	1	primary	residue		
TrisaŚapuC.	1	primary	residue		
JñātāDhāṬ.	1	primary	residue		
Hārāv.	1	primary	residue		
ĀciP.	1	primary	residue		
BhīkṣāKā.	1	primary	residue		
AnandRa.	1	primary	residue		
ĀnandaRā.	1	primary	residue		
VePāSt.	1	primary	residue		
HammīMāKā.	1	primary	residue		
KośaKaTā.	1	primary	residue		
Bharāṭ.	1	primary	residue		
DevīBhaP.	1	primary	residue		
Yogśā.	1	primary	residue		
AdbhutDa.	1	primary	residue		
ṢaḍBr.	1	primary	residue		
DhūrtaVīSaṃ.	1	primary	residue		
BṛKaŚloSaṃ.	1	primary	residue		
NādīVi.	1	primary	residue		
AmaKa.	1	primary	residue		
PāṅcRāRa.	1	primary	residue		
ŚbdaKaDru.	1	primary	residue		
ĀryāSaŚā.	1	primary	residue		
KePāSt.	1	primary	residue		
GilMS.	1	primary	residue		
Nāga.	1	primary	residue		
LaŚaṃkhaSm.	1	primary	residue		
DātVā.	1	primary	residue		
NārŚi.	1	primary	residue		
DaśāVaC.	1	primary	residue		
VSS.	1	primary	residue		
VāmāP.	1	primary	residue		
KapiS.	1	primary	residue		
TarkRa.	1	primary	residue		
TarkSaṃDī.	1	primary	residue		
Nyāybodhinī.	1	primary	residue		
AdvaiSī.	1	primary	residue		
PārvāPa.	1	primary	residue		
ŚākāṭāVyā.	1	primary	residue		
AnakāSa.	1	primary	residue		
PamdP.	1	primary	residue		
Bālākrī.	1	primary	residue		
UttaRāCa.	1	primary	residue		
TaiBṛ.	1	primary	residue		
TājNi.	1	primary	residue		
PuSt.	1	primary	residue		
VasiŚ.	1	primary	residue		
BṛNārāP.	1	primary	residue		
GadyaCin.	1	primary	residue		
Padmañ.	1	primary	residue		
JñāDhaṬ.	1	primary	residue		
LaŚabedŚe.	1	primary	residue		
PuryāŚaRa.	1	primary	residue		
HarīS.	1	primary	residue		
KalKiP.	1	primary	residue		
VīT.	1	primary	residue		
Subhusi.	1	primary	residue		
BhagMāPū.	1	primary	residue		
BṛĀUBhVā.	1	primary	residue		
ṢatcakraNi.	1	primary	residue		
SarvaVaSāSaṃ.	1	primary	residue		
Jaimi.	1	primary	residue		
BhāvPraNī.	1	primary	residue		
KaśyaS.	1	primary	residue		
BalaKrī.	1	primary	residue		
JñānBinPra.	1	primary	residue		
